site_code,SppRich,Simp,Shan,EvenJ,E10,Abund,S_PIE,Turnover,Turnover_app,Turnover_disapp,rare.sppRich,ept_spp_richness,ept_abundance,crustacea_spp_richness,crustacea_abundance,diptera_spp_richness,diptera_abundance,mollusc_spp_richness,mollusc_abundance,insect_spp_richness,insect_abundance,annelid_spp_richness,annelid_abundance
LTR70_2014,43,0.865253539,2.61511017,0.695286103,0.060816516,527,7.513063747,0.722222222,0.518518519,0.203703704,38.32426426,19,108,2,9,5,98,4,71,33,262,4,185
LTR70_2015,30,0.919955709,2.876705027,0.84579185,0.095890168,850,12.66452564,0.74137931,0.25862069,0.482758621,28.75254814,8,120,2,32,2,29,10,498,15,208,3,112
LTR70_2016,20,0.918467843,2.722337577,0.908738608,0.136116879,492,12.55310746,0.571428571,0.142857143,0.428571429,19.76302827,2,48,2,39,1,34,7,282,9,152,2,19
LTR70_2017,30,0.913423132,2.819254226,0.828900505,0.093975141,1148,11.65765989,0.648648649,0.459459459,0.189189189,27.71955814,9,158,1,23,5,74,9,684,18,311,2,130
LTR70_2020,24,0.904237364,2.603391205,0.819177819,0.108474634,381,10.70857988,0.682926829,0.268292683,0.414634146,24,5,23,1,37,3,23,5,149,15,120,3,75
LTR78_2010,25,0.834456335,2.426718031,0.753902345,0.097068721,174,6.221992559,NA,NA,NA,15.90629736,4,75,2,20,1,2,5,41,15,97,3,16
LTR78_2011,20,0.647460703,1.459991371,0.487357093,0.072999569,629,2.844882967,0.676470588,0.264705882,0.411764706,7.873055749,4,45,1,12,1,310,8,33,8,377,3,207
LTR78_2012,25,0.749806302,2.209639087,0.686462979,0.088385563,176,4.066543438,0.676470588,0.411764706,0.264705882,15.7099516,6,19,1,85,3,9,8,39,14,43,2,9
LTR78_2013,11,0.843815077,2.066540006,0.861814121,0.187867273,49,7.214723926,0.75862069,0.137931034,0.620689655,11,1,1,0,0,1,1,7,36,3,3,1,10
LTR78_2014,30,0.81742947,2.266836421,0.666481879,0.075561214,428,5.535376787,0.891891892,0.702702703,0.189189189,13.5817388,8,155,1,45,3,160,7,41,19,335,3,7
LTR78_2015,24,0.903891779,2.682170473,0.843966344,0.111757103,310,10.73157069,0.744186047,0.302325581,0.441860465,16.19101962,8,66,1,28,4,106,5,65,15,198,3,19
LTR78_2016,19,0.838566818,2.257581076,0.766727072,0.118820057,406,6.274996184,0.868421053,0.368421053,0.5,12.55441428,4,80,1,15,3,139,4,72,13,265,1,54
LTR78_2017,30,0.920665374,2.848361906,0.837458573,0.094945397,308,13.10002771,0.710526316,0.5,0.210526316,17.77251562,6,40,2,73,4,44,8,82,19,151,1,2
LTR78_2020,33,0.893564099,2.644650331,0.756369115,0.080140919,1640,9.443698837,0.6875,0.375,0.3125,15.52744098,10,367,2,40,5,697,5,94,22,1189,4,317
LTR787_2010,37,0.915818991,3.036071898,0.840803356,0.082055997,3256,11.91900062,NA,NA,NA,35.80149778,18,1415,2,71,6,556,4,270,28,2165,3,750
LTR787_2012,32,0.749547156,2.024027056,0.584010759,0.063250846,910,4.005956705,0.5625,0.229166667,0.333333333,24.46789115,16,529,0,0,6,247,2,7,29,881,1,22
LTR787_2013,48,0.886953316,2.709679481,0.699958352,0.056451656,991,8.916568209,0.490566038,0.396226415,0.094339623,36.16616046,24,260,1,2,8,352,5,14,40,956,2,19
LTR787_2014,38,0.959874201,3.3864797,0.930968931,0.089117887,9220,24.98645721,0.590163934,0.213114754,0.37704918,36.08778617,16,3950,1,136,5,1385,6,1924,29,6897,2,263
LTR787_2015,45,0.945380913,3.13633814,0.823907596,0.069696403,1463,18.52797076,0.682539683,0.396825397,0.285714286,33.55258994,19,626,1,7,9,363,4,59,38,1395,2,2
LTR787_2016,43,0.940877847,3.15800198,0.839626152,0.073441907,2347,17.02965465,0.724637681,0.347826087,0.376811594,37.74356652,23,1271,1,8,4,247,4,82,34,1951,4,306
LTR787_2017,38,0.944777101,3.241834865,0.89120497,0.085311444,1008,18.42140031,0.714285714,0.317460317,0.396825397,36.01356799,16,550,1,1,7,99,5,112,28,840,4,55
LTR787_2020,25,0.922268801,2.78273422,0.864504992,0.111309369,371,13.29105345,0.854545455,0.309090909,0.545454545,25,2,49,2,79,4,55,10,83,11,154,2,55
LTR79_2010,9,0.83,1.956906756,0.890626646,0.217434084,20,7.916666667,NA,NA,NA,9,0,0,0,0,2,5,3,3,5,16,1,1
LTR79_2011,20,0.660469687,1.77158092,0.591368239,0.088579046,442,2.958294127,0.884615385,0.653846154,0.230769231,7.08513815,4,67,2,43,1,250,5,22,10,353,3,24
LTR79_2012,22,0.857063609,2.400716903,0.776669017,0.109123496,104,7.428571429,0.8,0.428571429,0.371428571,9.54404385,6,15,1,11,2,25,5,16,13,47,3,30
LTR79_2013,27,0.930280957,2.889157743,0.876608237,0.107005842,186,15.45822102,0.833333333,0.476190476,0.357142857,11.97059291,7,53,1,22,5,34,7,43,16,95,3,26
LTR79_2014,7,0.673828125,1.402299023,0.720639143,0.200328432,32,3.284768212,0.96969697,0.181818182,0.787878788,5.495831754,1,1,0,0,0,0,2,12,2,2,3,18
LTR79_2015,29,0.933400364,2.950842253,0.87632403,0.101753181,354,15.63588589,0.909090909,0.787878788,0.121212121,12.13631756,8,107,2,23,3,82,7,47,16,235,4,49
LTR79_2016,22,0.925296158,2.780919703,0.899670498,0.126405441,298,13.96875,0.756097561,0.292682927,0.463414634,11.4036677,8,111,0,0,3,46,5,34,15,234,2,30
LTR79_2017,21,0.875046483,2.419878063,0.794830097,0.115232289,726,8.081032947,0.771428571,0.371428571,0.4,9.158802134,4,80,2,146,2,193,7,170,10,311,2,99
LTR79_2020,50,0.921869957,2.948651739,0.7537409,0.058973035,4599,12.83210289,0.775862069,0.637931034,0.137931034,11.55216904,14,1728,0,0,9,946,11,800,32,3422,6,356
LTR82_2010,26,0.924431537,2.844022636,0.872909259,0.109385486,476,13.58284272,NA,NA,NA,22.29539884,9,176,1,1,3,66,6,122,16,295,3,58
LTR82_2012,36,0.9002418,2.723227076,0.759930985,0.075645197,508,10.20589634,0.734693878,0.469387755,0.265306122,25.61629278,15,199,1,2,4,56,4,61,26,421,5,24
LTR82_2013,31,0.9375,3.024701211,0.880813186,0.097571007,152,17.76470588,0.511111111,0.2,0.311111111,31,9,35,1,1,3,7,6,44,20,87,4,20
LTR82_2014,27,0.936817231,2.936670429,0.891024207,0.108765571,665,16.1885907,0.619047619,0.261904762,0.357142857,22.61365695,5,160,1,19,2,51,9,210,12,314,5,122
LTR82_2015,40,0.919121508,2.847100937,0.771806445,0.071177523,552,12.62460568,0.66,0.46,0.2,26.43277438,12,184,1,60,5,18,5,41,27,338,6,111
LTR82_2017,28,0.910735101,2.802437693,0.841016115,0.10008706,367,11.52385038,0.807017544,0.298245614,0.50877193,25.57310063,6,127,2,42,7,48,7,105,15,193,4,27
LTR82_2019,19,0.764625422,1.783850046,0.605836989,0.093886845,2217,4.254784484,0.763157895,0.263157895,0.5,12.56830843,3,589,1,149,3,448,4,95,11,1120,3,853
LTR82_2020,26,0.856198951,2.371510601,0.727882238,0.091211946,814,7.005356311,0.636363636,0.424242424,0.212121212,18.85681521,5,108,2,37,4,190,8,229,12,315,4,233
LTR86_2010,15,0.744084773,1.824282698,0.673651728,0.121618847,83,4.051190476,NA,NA,NA,15,3,39,1,2,0,0,3,3,9,76,2,2
LTR86_2012,29,0.827807237,2.309333212,0.685812393,0.07963218,262,5.916421526,0.705882353,0.558823529,0.147058824,17.37900919,5,49,2,31,4,96,6,20,17,186,4,25
LTR86_2013,25,0.907166344,2.684272356,0.833916094,0.107370894,149,11.5334728,0.615384615,0.256410256,0.358974359,20.40389825,6,55,2,18,2,16,5,20,15,105,3,6
LTR86_2014,27,0.869230769,2.558056457,0.776147777,0.094742832,130,8.0625,0.594594595,0.324324324,0.27027027,21.94259957,7,20,2,29,2,38,4,14,18,72,3,15
LTR86_2015,21,0.843743151,2.241250108,0.736158184,0.106726196,117,6.712166172,0.588235294,0.205882353,0.382352941,17.34036462,4,19,2,17,2,32,5,10,12,83,2,7
LTR86_2016,30,0.866442767,2.579010792,0.758265547,0.085967026,199,7.741060904,0.542857143,0.4,0.142857143,21.05179832,7,73,2,33,1,17,9,49,17,103,2,14
LTR86_2017,11,0.846141582,2.037163728,0.849563261,0.185196703,112,6.838283828,0.948717949,0.230769231,0.717948718,10.2222766,1,28,0,0,0,0,3,24,5,41,3,47
LTR86_2020,14,0.380154388,1.031573349,0.390887055,0.073683811,491,1.615326771,0.863636364,0.5,0.363636364,9.895219823,1,16,0,0,1,9,9,69,3,31,2,391
LTR88_2010,7,0.791766137,1.684920923,0.865878069,0.240702989,149,4.928922664,NA,NA,NA,6.438125426,2,47,1,21,1,44,0,0,5,104,1,24
LTR88_2012,17,0.823746195,2.087447623,0.736777422,0.122791037,158,5.847713343,0.857142857,0.666666667,0.19047619,13.02778598,5,58,2,42,3,33,0,0,13,103,2,13
LTR88_2013,11,0.759834519,1.850920954,0.771893992,0.168265541,166,4.245195288,0.833333333,0.291666667,0.541666667,10.12389377,4,39,2,78,0,0,2,20,5,48,2,20
LTR88_2014,14,0.886444092,2.383797218,0.903276026,0.17027123,256,9.084330643,0.684210526,0.421052632,0.263157895,13.22769098,4,94,1,29,1,5,3,44,7,114,3,69
LTR88_2015,11,0.820791893,1.902099952,0.793237292,0.172918177,73,5.959183673,0.80952381,0.333333333,0.476190476,10.51255708,2,16,2,30,2,2,0,0,7,22,2,21
LTR88_2016,11,0.670208,1.425965685,0.59467388,0.129633244,250,3.057165308,0.777777778,0.388888889,0.388888889,8.003621369,2,4,2,95,1,108,1,17,7,135,1,3
LTR88_2017,6,0.773645546,1.605938877,0.896291553,0.267656479,66,4.663043478,0.692307692,0.153846154,0.538461538,6,2,10,2,37,0,0,1,12,2,10,1,7
LTR88_2020,13,0.838702211,2.083650342,0.812355353,0.160280796,161,6.407960199,0.733333333,0.6,0.133333333,10.88473215,1,43,2,29,0,0,4,14,5,67,2,51
LTR92_2010,18,0.924081633,2.718330014,0.940477642,0.151018334,35,20.51724138,NA,NA,NA,18,5,10,2,3,2,5,3,3,12,25,1,4
LTR92_2012,19,0.469976219,1.344833147,0.456736633,0.070780692,116,1.901368301,0.84375,0.4375,0.40625,8.936254625,9,15,1,84,1,1,0,0,14,24,4,8
LTR92_2013,18,0.798781769,1.972027312,0.682274627,0.109557073,138,5.118029237,0.806451613,0.387096774,0.419354839,9.3678771,5,6,1,3,3,34,3,45,13,87,1,3
LTR92_2014,13,0.624869927,1.597599404,0.622858069,0.122892262,62,2.74057971,0.892857143,0.357142857,0.535714286,9.702551784,2,4,1,4,0,0,3,8,9,50,0,0
LTR92_2015,27,0.88292011,2.686520275,0.815125379,0.099500751,66,9.662162162,0.787878788,0.606060606,0.181818182,17.22083412,5,17,1,1,2,3,4,8,19,53,3,4
LTR92_2016,23,0.878494943,2.443407349,0.779273435,0.106235102,164,8.612113402,0.717948718,0.307692308,0.41025641,12.20558369,7,35,0,0,2,41,3,11,17,127,3,26
LTR92_2017,19,0.920976156,2.691826624,0.914206965,0.141675085,169,13.59770115,0.894736842,0.394736842,0.5,14.14317117,7,80,1,10,2,12,2,12,14,124,2,23
LTR92_2020,31,0.913689986,2.822734078,0.821999009,0.091055938,675,11.77102199,0.863636364,0.568181818,0.295454545,15.16753017,5,121,2,155,6,192,5,71,22,399,2,50
