"site_code","SppRich","Simp","Shan","EvenJ","E10","Abund","S_PIE","Turnover","Turnover_app","Turnover_disapp","rare.sppRich","ept_spp_richness","ept_abundance","insect_spp_richness","insect_abundance","crustacea_spp_richness","crustacea_abundance","mollusc_spp_richness","mollusc_abundance","annelid_spp_richness","annelid_abundance"
"LTR1282_2014",32,0.951321360178045,3.20965285983425,0.926110052771592,0.10030165186982,695,21.138136558857,"0.754385964912281","0.315789473684211","0.43859649122807",30.954035419158,16,294,9,235,NA,NA,5,116,2,50
"LTR1282_2015",42,0.885831637981515,2.65495747849322,0.710324279467105,0.0632132732974577,1628,8.80096490586851,"0.701754385964912","0.43859649122807","0.263157894736842",27.5209737017964,22,825,16,715,NA,NA,3,34,1,54
"LTR1282_2016",43,0.964228928199792,3.47852419482442,0.924844222010503,0.0808959115075448,775,28.9642684693384,"0.73134328358209","0.373134328358209","0.358208955223881",38.5632111592619,25,433,13,220,NA,NA,3,62,2,60
"LTR1282_2017",33,0.729302453197615,2.03826679736898,0.58294362632927,0.0617656605263328,3333,3.69714922618429,"0.848484848484849","0.348484848484849","0.5",22.9604049656756,12,873,14,721,NA,NA,4,50,3,1689
"LTR1282_2020",14,0.828828533495058,2.06166814039796,0.781213851348399,0.147262010028426,247,5.95939584150647,"0.931818181818182","0.25","0.681818181818182",14,1,8,8,110,2,41,1,5,2,83
"LTR13_2010",11,0.772816635160681,1.73756221492865,0.724619725740105,0.15796020135715,230,4.46810315575161,"NA","NA","NA",6.89950360537603,1,14,2,88,1,1,6,84,1,43
"LTR13_2011",19,0.888451248513674,2.47715170497838,0.841298367025305,0.130376405525178,232,9.28482328482328,"0.695652173913043","0.521739130434783","0.173913043478261",11.9814176907614,1,2,4,59,3,38,9,97,2,36
"LTR13_2012",6,0.46484375,1.02246113546802,0.570646424940357,0.17041018924467,32,1.92248062015504,"0.80952380952381","0.0952380952380952","0.714285714285714",6,NA,NA,NA,NA,1,23,4,8,NA,NA
"LTR13_2013",15,0.857718600142843,2.14559278859594,0.792301703905878,0.143039519239729,198,7.25018587360594,"0.833333333333333","0.666666666666667","0.166666666666667",9.04503242362342,NA,NA,5,61,3,79,6,40,1,18
"LTR13_2014",17,0.876352155685523,2.33120711666192,0.822813827822938,0.137129830391878,278,8.29984910541065,"0.814814814814815","0.444444444444444","0.37037037037037",10.608658081649,NA,NA,5,68,3,41,6,98,2,70
"LTR13_2015",15,0.798930135151932,1.8577349752021,0.686004629620965,0.123848998346807,1306,4.98858467536573,"0.857142857142857","0.392857142857143","0.464285714285714",7.27753506587581,1,14,4,53,6,1196,2,13,2,30
"LTR13_2016",26,0.78190070176323,2.11420433176864,0.648907823048275,0.0813155512218709,1054,4.60073123414416,"0.757575757575758","0.545454545454545","0.212121212121212",10.0543959392658,2,3,7,566,4,295,9,126,4,64
"LTR13_2017",20,0.665091378348214,1.56135719869688,0.521193837139714,0.0780678599348442,896,2.99252912595998,"0.647058823529412","0.235294117647059","0.411764705882353",6.98285934134995,2,6,3,24,3,713,9,121,3,32
"LTR13_2020",42,0.828852376715999,2.18665783502804,0.585032402096665,0.052063281786382,7593,5.84663861710894,"0.708333333333333","0.583333333333333","0.125",9.61051802367344,5,23,10,2265,5,3460,16,1174,6,671
"LTR1301_2010",34,0.561365254538982,1.60808616705786,0.456018650342877,0.04729665197229,848,2.28325110625095,"NA","NA","NA",19.6605742601054,14,710,15,111,1,4,NA,NA,4,23
"LTR1301_2012",34,0.958439344175627,3.33339687167324,0.945279658277728,0.0980410844609775,1945,24.3500772797528,"0.866666666666667","0.433333333333333","0.433333333333333",32.2958353156041,22,1321,7,406,NA,NA,2,72,3,146
"LTR1301_2013",44,0.965689248966162,3.56290465329195,0.941523813013254,0.0809751057566353,1689,29.6395883147937,"0.741935483870968","0.451612903225806","0.290322580645161",40.1860599266187,24,937,15,546,NA,NA,3,105,2,101
"LTR1301_2014",27,0.948088565439901,3.07962028399092,0.934397061868073,0.114060010518182,531,19.951084644832,"0.732142857142857","0.214285714285714","0.517857142857143",25.5267509311646,14,255,7,202,NA,NA,3,27,3,47
"LTR1301_2015",41,0.95977848977493,3.41918149976007,0.920725769782757,0.0833946707258554,795,25.6326646633638,"0.740740740740741","0.5","0.240740740740741",36.9655411802733,21,412,10,200,NA,NA,6,148,4,35
"LTR1301_2016",23,0.898885106513285,2.63886159916902,0.841609461680043,0.114733113007349,1252,9.96052045839004,"0.814814814814815","0.240740740740741","0.574074074074074",21.1419710377354,10,872,9,262,NA,NA,2,26,2,92
"LTR1301_2017",51,0.965716633793557,3.61886697937482,0.920403730332094,0.0709581760661729,780,30.2629743998406,"0.745762711864407","0.610169491525424","0.135593220338983",43.8667218159026,28,492,16,191,NA,NA,3,53,4,44
"LTR1301_2020",20,0.913827160493827,2.68268501091117,0.895502256524599,0.134134250545558,180,12.3353751914242,"0.775862068965517","0.120689655172414","0.655172413793103",20,7,48,10,70,NA,NA,2,27,1,35
"LTR1319_2010",13,0.883784722222222,2.25385205987409,0.878712109195276,0.17337323537493,240,8.88751162070034,"NA","NA","NA",11.9243469348452,4,93,5,32,NA,NA,4,115,NA,NA
"LTR1319_2012",29,0.912068351726593,2.85030482551455,0.84646700777876,0.098286373293605,159,12.171511627907,"0.894736842105263","0.657894736842105","0.236842105263158",28.7451669548923,12,67,11,83,NA,NA,2,3,4,6
"LTR1319_2013",35,0.957016195692364,3.29891335274702,0.927873529030808,0.0942546672213436,1481,23.6199056014138,"0.814814814814815","0.462962962962963","0.351851851851852",30.750693143103,15,604,11,506,NA,NA,8,335,1,36
"LTR1319_2014",36,0.952301651599518,3.24361113704033,0.905146921991092,0.0901003093622315,966,21.4080011023333,"0.634615384615385","0.326923076923077","0.307692307692308",30.7933807220647,13,270,11,265,NA,NA,11,357,1,74
"LTR1319_2015",44,0.96076739169947,3.46682753751124,0.916134727085965,0.0787915349434373,887,26.2135423615744,"0.596491228070175","0.368421052631579","0.228070175438596",37.0650062158473,20,454,13,138,NA,NA,9,261,2,34
"LTR1319_2016",36,0.957388150895419,3.33888926109071,0.931734788746282,0.0927469239191863,551,24.4671403197157,"0.688524590163934","0.278688524590164","0.409836065573771",32.8799961674109,14,234,13,132,NA,NA,8,184,1,1
"LTR1319_2017",30,0.623636748817174,1.7287906420683,0.508288831277249,0.0576263547356099,1190,2.66071556175697,"0.8","0.345454545454545","0.454545454545455",17.843525094272,13,1044,12,127,NA,NA,4,18,1,1
"LTR1319_2020",24,0.896609883622871,2.65754490709984,0.836217713407605,0.110731037795827,154,10.2532637075718,"0.875","0.375","0.5",24,5,42,13,89,NA,NA,5,21,1,2
"LTR133_2010",12,0.865681268476216,2.19211080211606,0.882170282856733,0.182675900176338,305,7.60623461853979,"NA","NA","NA",10.9634186241319,5,125,4,30,NA,NA,2,75,1,75
"LTR133_2012",18,0.895705289127424,2.49773755432374,0.864157888167916,0.13876319746243,1216,9.6564705882353,"0.8","0.52","0.28",14.7105233539132,9,407,2,65,NA,NA,4,656,3,88
"LTR133_2013",26,0.930898274836407,2.87027438414925,0.880966647443865,0.110395168621125,410,14.9643048366946,"0.871794871794872","0.538461538461538","0.333333333333333",19.6156918279242,6,133,9,121,NA,NA,5,81,6,75
"LTR133_2014",39,0.958388040367631,3.36816054978152,0.919367783353612,0.086363091020039,1066,24.562743401125,"0.75","0.5","0.25",27.5064817376341,14,299,10,157,NA,NA,12,527,3,83
"LTR133_2015",51,0.942939171153199,3.31603338583618,0.843382615504881,0.065020262467376,1546,17.7146311074194,"0.732394366197183","0.450704225352113","0.28169014084507",27.7343993965822,30,1076,12,341,NA,NA,4,94,5,35
"LTR133_2016",10,0.822145061728395,1.97536046948982,0.857888151669247,0.197536046948982,72,6.01411764705882,"0.890909090909091","0.0727272727272727","0.818181818181818",10,1,5,4,29,NA,NA,3,29,2,9
"LTR133_2017",13,0.889841835598129,2.30956577134926,0.90043328326567,0.177658905488405,134,9.66485900216921,"0.85","0.5","0.35",11.6004575748542,5,46,3,16,NA,NA,4,66,1,6
"LTR133_2020",17,0.915204391726301,2.63111766342792,0.928669091915625,0.154771627260466,101,13.2198952879581,"0.75","0.458333333333333","0.291666666666667",16.4883720026016,3,11,9,61,NA,NA,4,26,1,3
"LTR1348_2010",22,0.859424,2.31289799346912,0.748258242443816,0.105131726975869,250,7.29264292408622,"NA","NA","NA",19.8767068828577,13,185,7,56,NA,NA,1,1,1,8
"LTR1348_2012",31,0.942599257516933,3.09112828345385,0.900157193194114,0.0997138155952855,2982,17.5178778347956,"0.822222222222222","0.511111111111111","0.311111111111111",28.0104259791328,15,1467,6,398,NA,NA,8,777,2,340
"LTR1348_2013",28,0.947984058796129,3.08150766840659,0.92476546952533,0.110053845300235,556,19.8776088636949,"0.82","0.38","0.44",26.1486217610133,10,323,11,151,1,4,3,37,3,41
"LTR1348_2014",27,0.809792843691149,2.27503985736435,0.690276840104185,0.0842607354579388,177,5.38775510204081,"0.9","0.44","0.46",27,14,50,9,123,NA,NA,4,4,NA,NA
"LTR1348_2015",34,0.853511093683626,2.47068988918288,0.700634513100958,0.0726673496818495,303,6.96074851665905,"0.581395348837209","0.372093023255814","0.209302325581395",27.7493714559593,17,162,15,135,NA,NA,2,6,NA,NA
"LTR1348_2016",22,0.936490221088435,2.86525289325465,0.926953588146822,0.130238767875211,336,16.4705882352941,"0.923076923076923","0.346153846153846","0.576923076923077",20.6750611989329,6,105,5,78,NA,NA,8,110,3,43
"LTR1348_2017",22,0.917061959020001,2.69050977694438,0.870421489689095,0.122295898952017,286,12.5438596491228,"0.742857142857143","0.371428571428571","0.371428571428571",20.0214732644853,6,92,9,88,NA,NA,4,69,3,37
"LTR1348_2020",32,0.940617725632333,3.08130845250504,0.889077684775655,0.0962908891407826,506,17.385358552184,"0.744186046511628","0.488372093023256","0.255813953488372",28.5390175604835,8,100,10,162,NA,NA,11,206,3,38
"LTR137_2010",14,0.886977813610439,2.34835122401194,0.889844717528097,0.16773937314371,183,9.24652970571905,"NA","NA","NA",13.7664639687611,5,79,6,55,1,3,1,18,1,28
"LTR137_2012",25,0.934464901913319,2.9588398192635,0.91921527273723,0.11835359277054,459,15.7493257416841,"0.852941176470588","0.588235294117647","0.264705882352941",23.8493522912516,15,258,7,150,NA,NA,1,19,2,32
"LTR137_2013",39,0.967547048242906,3.52313997072991,0.961670721291647,0.090336922326408,965,31.7972381733661,"0.857142857142857","0.553571428571429","0.303571428571429",35.9974962605254,12,331,14,256,1,35,10,299,2,44
"LTR137_2014",25,0.942841490138787,2.99308521478864,0.92985420303102,0.119723408591546,148,19.7065217391304,"0.769230769230769","0.25","0.519230769230769",25,7,42,6,28,1,11,9,57,2,10
"LTR137_2015",34,0.942780264640506,3.06551888758495,0.86931522349622,0.0901623202230867,403,18.2233970753656,"0.717391304347826","0.456521739130435","0.260869565217391",27.2899628772046,11,95,10,71,NA,NA,12,236,1,1
"LTR137_2016",35,0.735782716049383,2.17117247189478,0.610677895481555,0.0620334991969937,450,3.80838391073246,"0.887096774193548","0.451612903225806","0.435483870967742",24.3170917634227,17,309,11,103,1,1,4,14,2,23
"LTR137_2017",21,0.920619806094183,2.72933003613653,0.896472301310224,0.129968096958882,152,13.6456599286564,"0.857142857142857","0.285714285714286","0.571428571428571",20.9194771229599,7,49,8,39,1,5,4,36,1,23
"LTR137_2020",27,0.863750600455302,2.48640998165706,0.754409299593589,0.0920892585798909,379,7.46467278032513,"0.883720930232558","0.511627906976744","0.372093023255814",22.0504292990879,7,143,8,142,3,7,6,42,3,45
"LTR1438_2010",28,0.830309188561475,2.31871674794321,0.695850672088939,0.0828113124265432,166,6.07317073170732,"NA","NA","NA",28,15,107,9,19,1,34,1,1,2,5
"LTR1438_2012",32,0.955409877450707,3.25775343456516,0.939988944897228,0.101804794830161,2595,22.6132775232131,"0.867924528301887","0.471698113207547","0.39622641509434",29.3674071964222,18,1659,6,395,1,29,5,308,2,204
"LTR1438_2013",29,0.956434436516189,3.22306074425518,0.957165900172224,0.111140025663972,501,24.0080506037953,"0.729166666666667","0.333333333333333","0.395833333333333",27.800055660643,16,268,11,187,1,17,NA,NA,1,29
"LTR1438_2014",35,0.853557341124909,2.42092648334068,0.680925310678723,0.0691693280954479,370,6.93820510214452,"0.814814814814815","0.462962962962963","0.351851851851852",25.8903923054481,19,312,12,41,2,9,1,6,1,2
"LTR1438_2015",40,0.891566209909801,2.72839236432853,0.739626327796035,0.0682098091082133,661,9.33855638325199,"0.636363636363636","0.363636363636364","0.272727272727273",25.8069454118614,24,546,12,85,2,18,1,11,1,1
"LTR1438_2016",39,0.941963380852645,3.13077570101109,0.854571590004112,0.0802763000259255,779,17.597619047619,"0.803030303030303","0.393939393939394","0.409090909090909",30.6905224915688,26,527,8,168,2,14,2,8,1,62
"LTR1438_2017",17,0.888419273034658,2.39377289327924,0.844896801824376,0.140810170192897,182,9.37450199203188,"0.833333333333333","0.1875","0.645833333333333",16.5598699605966,11,120,3,14,2,39,NA,NA,1,9
"LTR1438_2020",37,0.939484444444444,3.14594457484762,0.871231263339323,0.0850255290499356,750,16.8744367677981,"0.744186046511628","0.604651162790698","0.13953488372093",31.320953790785,22,515,10,163,2,15,NA,NA,3,57
"LTR1462_2010",22,0.8839111328125,2.57593569271501,0.833355002910538,0.117087986032501,128,9.16347237880496,"NA","NA","NA",17.231572827391,4,45,9,28,1,6,5,32,2,13
"LTR1462_2011",9,0.693816884661118,1.51794938833318,0.690848538647536,0.168661043148131,58,3.40123456790124,"0.851851851851852","0.185185185185185","0.666666666666667",9,NA,NA,5,23,NA,NA,3,8,1,27
"LTR1462_2012",18,0.889729048519219,2.50221896764922,0.865708350773025,0.139012164869401,69,10.2894736842105,"0.875","0.625","0.25",17.0589944483759,4,7,6,18,NA,NA,7,38,1,6
"LTR1462_2013",30,0.9423828125,3.07306627498887,0.903524826744125,0.102435542499629,128,19.921568627451,"0.857142857142857","0.571428571428571","0.285714285714286",22.9530139392805,9,56,13,36,NA,NA,6,23,2,13
"LTR1462_2014",37,0.959630687152393,3.37590010444277,0.934914663283122,0.0912405433633181,393,26.3704210886683,"0.864406779661017","0.491525423728814","0.372881355932203",26.097115804008,13,117,13,133,NA,NA,10,131,1,12
"LTR1462_2015",33,0.827253095143875,2.5800422557627,0.737891227290983,0.0781830986594759,665,5.83086837101205,"0.923076923076923","0.430769230769231","0.492307692307692",19.0322958088416,10,371,12,146,NA,NA,7,121,4,27
"LTR1462_2016",18,0.906035665294925,2.59026370630633,0.896169739837107,0.14390353923924,162,11.3203125,"0.840909090909091","0.25","0.590909090909091",15.8134611431349,7,67,7,73,NA,NA,3,19,1,3
"LTR1462_2017",30,0.911921919748555,2.83729559263652,0.834204920871115,0.0945765197545507,311,11.745857699805,"0.769230769230769","0.538461538461538","0.230769230769231",19.5832728186609,6,52,10,56,1,64,9,101,4,38
"LTR1462_2020",36,0.930911476485301,2.97356451421512,0.829788977059579,0.0825990142837534,841,14.7101449275362,"0.730769230769231","0.423076923076923","0.307692307692308",19.8843708247128,11,276,12,270,2,72,8,172,3,51
"LTR161_2010",47,0.934597183916388,3.05886190125482,0.794479125916164,0.0650821681118048,830,15.558042780265,"NA","NA","NA",44.4935332593466,22,318,13,256,3,28,6,160,5,68
"LTR161_2012",32,0.910566910097145,3.01190546578111,0.869052215821755,0.0941220458056598,1626,11.25204408408,"0.784615384615385","0.276923076923077","0.507692307692308",31.9978497162646,14,578,11,294,NA,NA,4,292,3,462
"LTR161_2013",46,0.944587746197774,3.27167338186801,0.854525938331067,0.0711233343884351,2096,18.1945952217186,"0.7","0.466666666666667","0.233333333333333",44.241701701171,15,653,21,616,NA,NA,9,580,1,247
"LTR161_2014",38,0.960801614171882,3.39462681815594,0.933208635918959,0.0893322846883143,855,26.265107913669,"0.645161290322581","0.258064516129032","0.387096774193548",37.7703002082775,15,332,14,257,NA,NA,6,170,3,96
"LTR161_2015",44,0.932358745150953,3.14405995710399,0.830841015186793,0.0714559081159997,1540,14.9174838555369,"0.698412698412698","0.396825396825397","0.301587301587302",41.9194122479525,22,600,11,294,NA,NA,10,404,1,242
"LTR161_2016",35,0.930810852410298,3.06948511606108,0.863343071613418,0.0876995747446023,822,14.6939122104163,"0.765625","0.3125","0.453125",34.9712935373461,10,284,12,149,3,9,9,333,3,47
"LTR161_2017",64,0.964767562349285,3.72340522579415,0.895289709078878,0.0581782066530335,1411,28.9450635784328,"0.68","0.533333333333333","0.146666666666667",61.7855014526884,42,643,9,211,NA,NA,11,402,2,155
"LTR161_2020",34,0.89680658351017,2.77294468221215,0.786347471523486,0.0815571965356515,695,9.81342828077313,"0.804878048780488","0.219512195121951","0.585365853658537",34,10,284,16,145,3,12,5,75,2,179
"LTR175_2010",31,0.914201183431953,2.80580780017278,0.817069963600361,0.0905099290378317,312,12.0686567164179,"NA","NA","NA",31,16,216,11,90,NA,NA,1,1,3,5
"LTR175_2012",29,0.944181144470056,3.12099992805088,0.926856470482257,0.107620687174168,2572,18.0337405912512,"0.888888888888889","0.425925925925926","0.462962962962963",28.2302797058287,14,1257,8,470,NA,NA,6,468,1,377
"LTR175_2013",35,0.948859874285299,3.20706735959582,0.902040335891139,0.091630495988452,2091,19.7292648572513,"0.792452830188679","0.452830188679245","0.339622641509434",31.6070445651394,16,1175,11,382,NA,NA,5,402,3,132
"LTR175_2014",40,0.875418982394492,2.51980679354056,0.683081901939193,0.062995169838514,835,8.09511078046172,"0.728813559322034","0.406779661016949","0.322033898305085",28.7270071298855,26,680,10,139,NA,NA,2,14,2,2
"LTR175_2015",42,0.778328243879716,2.29406963273847,0.613770040432864,0.0546207055413922,695,4.5341141965444,"0.56140350877193","0.298245614035088","0.263157894736842",32.9157544480557,22,518,17,167,NA,NA,1,3,2,7
"LTR175_2016",24,0.911916014249405,2.7432848240215,0.863196462509622,0.114303534334229,626,11.544022188127,"0.88135593220339","0.288135593220339","0.593220338983051",23.5580428272421,8,330,7,152,1,3,4,90,4,51
"LTR175_2017",19,0.911003460207612,2.57636803417995,0.874994541374163,0.135598317588418,425,11.5143769968051,"0.517241379310345","0.172413793103448","0.344827586206897",18.3093181537878,9,206,5,132,NA,NA,1,24,4,63
"LTR175_2020",28,0.946036701781182,3.07762752912079,0.923601033406852,0.109915268897171,422,19.3363082281236,"0.763157894736842","0.5","0.263157894736842",27.2000411541091,16,305,8,71,2,23,NA,NA,2,23
"LTR192_2010",35,0.924465289705084,2.91931401482156,0.821104984471927,0.0834089718520446,522,13.5574277168494,"NA","NA","NA",31.9533034345008,23,375,9,132,NA,NA,2,14,1,1
"LTR192_2012",35,0.959547322689031,3.33829760425062,0.938950996221769,0.0953799315500177,3334,24.897432335544,"0.75","0.375","0.375",33.5138495279307,20,1833,9,781,NA,NA,5,572,1,148
"LTR192_2013",49,0.965432328335274,3.58378283404606,0.920850028914718,0.0731384251846134,3561,29.1575088205124,"0.666666666666667","0.444444444444444","0.222222222222222",44.3520840516004,19,1768,22,1129,3,48,6,548,1,68
"LTR192_2014",44,0.817487244897959,2.38147000613451,0.629321000403636,0.0541243183212388,1120,5.50108855958985,"0.743243243243243","0.337837837837838","0.405405405405405",31.1611581239986,27,931,13,167,NA,NA,3,19,1,3
"LTR192_2015",58,0.908065283726659,3.0678259083803,0.75553970352793,0.0528935501444879,378,11.1699325913152,"0.675324675324675","0.428571428571429","0.246753246753247",55.3393453434004,20,233,29,99,NA,NA,7,44,2,2
"LTR192_2016",41,0.950496449115773,3.29103437176583,0.88621798975522,0.0802691310186787,789,20.7050752630878,"0.792682926829268","0.292682926829268","0.5",38.9568127890148,15,326,16,225,3,8,6,178,3,52
