"name","aqem","taxon","aqem2","gen","sp","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1hind","wingpair_1elhe","wingpair_2","wing_pair_1halt","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"CHIRONOMUS_PLUMOSUS",4656,"CHIRONOMUS PLUMOSUS",4656,"CHIRONOMUS","PLUMOSUS",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,0,0,0,0,6,4,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,1,1,8,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,10,0,0,0,0,0,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,0,0,1,1,1,3,4,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"CHIRONOMUS_RIPARIUS",4660,"CHIRONOMUS RIPARIUS",4660,"CHIRONOMUS","RIPARIUS",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,0,0,0,0,7,3,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,1,1,8,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,8,1,0,0,0,1,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,1,2,2,1,1,3,0,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"CHIRONOMUS_SP.",4663,"CHIRONOMUS SP.",4663,"CHIRONOMUS","SP.",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,2,0,0,0,5,3,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,1,1,8,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,8,1,0,0,0,1,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,0,0,1,1,1,6,1,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"CHLOROPERLA_SP.",4671,"CHLOROPERLA SP.",4671,"CHLOROPERLA","SP.",3,3,1,3,3,0,0,0,0,0,1,0,0,0,0,2,2,1,3,2,0,1,0,1,3,1,0,0,1,0,1,0,0,1,2,0,0,6,0,0,1,1,1,1,0,0,1,5,0,1,3,0,0,0,4,0,2,0,0,0,0,5,5,0,0,1,3,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,1,1,3,3,3,3,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,3,2,0,0,0,1,2,4,3,0,0,0,0,0,2,3,0,1,2,0,1,3,0,2,0,2,5,0,0,0,0,0,0,3,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0
"CHRYSOPILUS_SP.",14467,"CHRYSOPILUS SP.",14467,"CHRYSOPILUS","SP.",1,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,5,0,0,0,0,0,0,5,5,0,0,1,3,3,2,1,0,0,1,0,0,0,3,1,0,0,3,3,3,0,0,0,1,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,0,2,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,3,0,0,2,0,1,0,3,2,2,2,2,3,0,0,1,1,1,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"CHRYSOPS_SP.",9324,"CHRYSOPS SP.",9324,"CHRYSOPS","SP.",3,1,0,1,2,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,3,0,0,1,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,5,0,3,0,0,1,0,2,5,0,0,0,0,0,5,5,0,0,1,2,2,2,3,2,2,2,0,0,0,0,3,1,0,0,10,0,0,0,0,0,0,1,1,1,1,1,3,0,3,0,0,0,0,3,0,0,2,0,0,0,0,1,3,0,0,0,3,0,3,1,0,2,3,2,0,0,0,0,0,0,0,0,0,10,0,0,1,3,0,3,0,0,4,4,0,1,3,0,3,4,3,2,3,0,0,2,2,0,3,2,0,0,3,3,1,0,0,0,0,0,3,0,0,NA,0,3,0,0,3,0,0
"CLINOTANYPUS_NERVOSUS",4702,"CLINOTANYPUS NERVOSUS",4702,"CLINOTANYPUS","NERVOSUS",1.75,1.75,0.75,0,3,3,0,0,1,0,0,0,0,0,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,0,0,0,0,1,0,0,9,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,10,0,0,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,3,3,3,0,0,0,1,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,0,0,0,0,0,10,0,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"CLOEON_DIPTERUM",4705,"CLOEON DIPTERUM",4705,"CLOEON","DIPTERUM",3,2,0,3,3,0,0,0,1,0,0,0,0,0,3,1,0,0,1,2,1,2,0,3,1,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,1,3,1,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,8,0,2,0,0,1,1,2,3,3,3,1,5,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,2,3,3,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,2,0,0,3,2,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,5,0,0,2,1,0,1,3,0,3,4,0,4,3,0,0,3,3,2,2,0,0,0,3,1,0,0,0,0,0,0,0,3,0,NA,0,1,2,1,3,0,0
"CLOEON_SIMILE",4708,"CLOEON SIMILE",4708,"CLOEON","SIMILE",3,2,0,3,3,0,0,0,1,0,0,0,0,0,3,1,0,0,1,2,1,2,0,3,1,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,1,3,1,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,6,0,4,0,0,1,1,2,3,3,3,1,5,0,0,3,0,0,0,0,0,0,0,0,2,8,0,0,0,1,1,2,3,3,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,2,0,0,3,2,0,0,1,1,1,1,2,1,0,3,0,1,0,1,1,5,0,0,2,1,0,1,3,0,3,4,0,4,3,0,0,3,3,2,2,0,0,0,3,1,0,0,0,0,0,0,0,3,0,NA,0,1,2,1,3,0,0
"CLOEON_SP.",4709,"CLOEON SP.",4709,"CLOEON","SP.",3,2,0,3,3,0,0,0,1,0,0,0,0,0,3,1,0,0,1,2,1,2,0,3,1,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,1,3,1,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,7,0,3,0,0,1,1,2,3,3,3,1,5,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,0,1,1,2,3,3,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,2,0,0,3,2,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,5,0,0,2,1,0,1,3,0,3,4,0,4,3,0,0,3,3,2,2,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,1,2,1,3,0,0
"COENAGRION_ARMATUM",7424,"COENAGRION ARMATUM",7424,"COENAGRION","ARMATUM",3,2,2,2,3,0,0,0,1,0,0,0,0,0,3,2,1,1,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,5,0,0,0,0,0,4,0,6,0,0,1,1,1,0,2,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,2,3,3,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,1,0,1,2,2,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,4,0,2,2,0,0,0,3,0,2,2,2,1,2,0,1,3,1,0,2,1,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,0,3,0,0
"COENAGRION_PUELLA",4719,"COENAGRION PUELLA",4719,"COENAGRION","PUELLA",3,2,2,2,3,0,0,0,1,0,0,0,0,0,3,2,1,1,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,5,0,0,0,0,0,4,0,6,0,0,1,1,1,0,2,2,0,3,0,0,0,3,0,0,0,0,1,1,0,0,8,0,0,0,1,2,3,3,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,1,1,0,7,0,0,0,0,1,4,0,2,2,0,0,0,3,0,2,2,2,1,2,0,1,3,1,0,2,1,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,0,3,0,0
"COENAGRION_PULCHELLUM",4720,"COENAGRION PULCHELLUM",4720,"COENAGRION","PULCHELLUM",3,2,2,2,3,0,0,0,1,0,0,0,0,0,3,2,1,1,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,5,0,0,0,0,0,4,0,6,0,0,1,1,1,0,2,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,2,3,3,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,1,0,1,2,2,0,0,0,0,0,0,1,1,1,7,0,0,0,0,1,4,0,2,2,0,0,0,3,0,2,2,2,1,2,0,1,3,1,0,2,1,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,0,3,0,0
"COENAGRION_SP.",4722,"COENAGRION SP.",4722,"COENAGRION","SP.",3,2,2,2,3,0,0,0,0,1,0,0,0,0,3,2,1,1,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,5,0,0,0,0,0,4,0,6,0,0,1,1,1,0,2,2,0,3,0,0,0,3,0,0,0,0,1,0,0,0,8,1,0,0,1,2,3,3,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,1,0,1,2,2,0,0,2,1,0,0,0,0,0,7,0,0,0,0,1,4,0,2,2,0,0,0,3,0,2,2,2,1,2,0,1,3,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,0,3,0,0
"COENAGRIONIDAE_GEN._SP.",4723,"COENAGRIONIDAE GEN. SP.",4723,NA,NA,2.71428571428571,1.28571428571429,0.571428571428571,2.14285714285714,3,0,0,0,1,0,0,0,0,0,3,1.57142857142857,0.285714285714286,0.142857142857143,1,0.777777777777778,0.222222222222222,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.571428571428571,4.42857142857143,0,2.33333333333333,1.11111111111111,0,0,0.428571428571429,4.71428571428571,0,0,0,0,0,5,0,5,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,1.14285714285714,1.28571428571429,0,3.57142857142857,0,0,0.222222222222222,3,0.333333333333333,0,0,0,1,0,0,0,8,1,0,0.571428571428571,1.14285714285714,1.71428571428571,3,3,2.71428571428571,1.11111111111111,2.22222222222222,0.888888888888889,0,0,0,0,0,3,0,0,0,0,0,0.571428571428571,2.14285714285714,1,3,0,0,0,3,0.857142857142857,0,1,2.85714285714286,1.28571428571429,0,0,1,0,0,0,1,1,0,7,0,0.285714285714286,0,0,0.285714285714286,3.71428571428571,0,2,1.57142857142857,0.571428571428571,0,0,3,0,1.42857142857143,2,2,0.428571428571429,1.71428571428571,0,1.28571428571429,2.14285714285714,0.714285714285714,0,2,1,0,0,0,0,1.8,1.8,0,0,0,NA,NA,NA,NA,NA,0,3,1.4,0,3,0,0
"COLYMBETINAE_GEN._SP._AD.",11722,"COLYMBETINAE GEN. SP. AD.",11722,"COLYMBETINAE","GEN. SP. AD.",3,0.477611940298507,0.17910447761194,3,3,0,2.02985074626866,0.188811188811189,0.454545454545455,0.157342657342657,0.0874125874125874,0.104895104895105,0,0.00699300699300699,3,0.582089552238806,0.119402985074627,0,0.470588235294118,1.01960784313725,0,2.82352941176471,0,0,3,0,0,2.91044776119403,0.0597014925373134,0,0,0,0,0,0,0,0,9.75380710659898,0,0.246192893401015,0,0,0,0,0,0,1.55223880597015,3,0.507462686567164,0.57843137254902,2.96078431372549,0.970149253731343,0,2.91044776119403,2.97014925373134,0,0.149253731343284,0,0,0,5.55974842767296,0.0377358490566038,3.56603773584906,0,0.836477987421384,0,0.208955223880597,0.582089552238806,0.671641791044776,0.283582089552239,0.0597014925373134,0,4.2089552238806,0,1.42156862745098,0.764705882352941,0.470588235294118,0.607843137254902,0.117647058823529,0,0.233870967741935,1.73790322580645,0.32258064516129,0.516129032258065,0.286290322580645,4.88709677419355,1.12096774193548,0.895161290322581,0.328358208955224,0.358208955223881,1.11940298507463,1.41791044776119,1.59701492537313,2.85074626865672,0,2.05882352941176,1.61764705882353,0,0,0,2.37313432835821,0,0.656716417910448,0,0,0,0,0,0,3,1,0,0,3,0,3,0.298507462686567,0.0350877192982456,0.824561403508772,2.54385964912281,2.08771929824561,0.105263157894737,0.367697594501718,0.178694158075601,0.223367697594502,0.309278350515464,0.484536082474227,0.261168384879725,0.721649484536082,0,7.45360824742268,0,0.119402985074627,0.507462686567164,0.492537313432836,0.223880597014925,2.53731343283582,0,0,2.40298507462687,2.32835820895522,0.208955223880597,0.0298507462686567,2.91044776119403,0.149253731343284,0.82089552238806,2.2089552238806,1.86567164179104,0.238805970149254,0.940298507462687,0.0895522388059701,0.462686567164179,1.59701492537313,2.23880597014925,0,0,2.30555555555556,1.58333333333333,1.61333333333333,0.613333333333333,0.386666666666667,0.373333333333333,0.186666666666667,0.08,0,0,0,0,0,3,NA,2.37931034482759,1.08620689655172,0,0,2.9375,0.4375,0
"CORDULEGASTER_BOLTONII",4740,"CORDULEGASTER BOLTONII",4740,"CORDULEGASTER","BOLTONII",3,2,0,2,3,0,0,0,0,0,0,0,1,0,0,2,2,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,1,4,0,0,0,0,0,7,3,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,3,0,0,0,5,2,0,0,3,0,0,0,2,3,3,2,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,1,3,0,0,0,3,0,1,3,3,0,0,0,3,3,2,1,1,0,0,0,0,1,3,3,2,0,0,0,2,3,1,0,3,5,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,0,2,2,0,3,0,0
"CORDULIA_AENEA",4741,"CORDULIA AENEA",4741,"CORDULIA","AENEA",3,2,1,3,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,0,1,3,0,0,1,2,2,0,0,0,0,2,4,4,0,0,0,0,0,1,1,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,2,2,3,3,3,2,1,0,0,0,1,1,3,0,0,0,0,0,0,0,3,1,3,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,1,0,9,0,0,0,0,3,3,0,0,5,3,0,0,3,0,2,3,3,0,3,0,2,2,0,0,0,3,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"CORIXA_SP.",4746,"CORIXA SP.",4746,"CORIXA","SP.",3,2,0,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,3,1,3,0,0,1,1,0,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,2,1,2,3,0,0,3,0,1,0,5,0,0,0,0,0,0,5,0,5,0,0,1,1,1,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,2,3,3,2,0,2,2,3,3,3,3,0,3,2,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,2,3,0,3,2,0,1,2,3,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,3,0,0,2,0,0,0,3,0,1,3,1,1,1,0,1,3,2,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,3,0,2,2,0,0,3,0,0
"CORIXIDAE_GEN._SP.",8491,"CORIXIDAE GEN. SP.",8491,NA,NA,2.6,1.2,0.3,3,3,0,2.1,0,0,1,0,0,0,0,2.2,1.1,0.2,0,0.5,2.07142857142857,0.214285714285714,2,0,0,2.4,1.5,0,2.7,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0.9,1.7,1.2,0.4,2.6,0.3,0,3,0.142857142857143,0.8,0.2,4.5,0.2,0,0,0,0,0,5,0,0,0,5,0.1,0.7,0.8,0.7,0.2,0.2,0.3,4.5,0.214285714285714,0.428571428571429,2.5,0.214285714285714,0,0,0,1,2,1,1,1,3,1,0,1,1.2,2.2,2.7,2.6,2.6,0,1.07142857142857,1.64285714285714,0,0,1.2,2.8,0,0.4,0,0,0,0,0,1,0,1,0,1.9,2.8,0,2.9,1.5,0,1.2,1.4,1.6,0,0,0,0,1,2,2,2,3,0,0,0.5,0.4,0.7,0.4,2.4,0.2,0.2,1.6,0.7,0,0,3,0.3,1.3,2.3,0.8,0.9,2.4,0,1.4,1.7,1.5,0,0,3,0,1.16666666666667,1.83333333333333,0.333333333333333,0,0,0,0,0,0,0,0,3,NA,1.90909090909091,2.09090909090909,0,0,3,0,0
"COROPHIIDAE_GEN._SP.",9280,"COROPHIIDAE GEN. SP.",9280,NA,NA,3,0,0,3,3,0,3,0,0,0,1,0,0,0,3,3,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,2,1,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,2,2,6,0,0,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,1,2,0,6,1,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,1,3,1,0,0,0,0,0,0,1,3,3,3,0,3,0,0,3,3,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,3,0,0,0,NA,NA,NA
"CRICOTOPUS_SP.",7476,"CRICOTOPUS SP.",7476,"CRICOTOPUS","SP.",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,0,0,0,5,5,0,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,5,0,5,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,0,0,0,0,10,0,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0.0869565217391304,0,0.0434782608695652,0.478260869565217,1.17391304347826,1.69565217391304,1.21739130434783,1.04347826086957,4.26086956521739,0,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"CRICOTOPUS_SYLVESTRIS",4805,"CRICOTOPUS SYLVESTRIS",4805,"CRICOTOPUS","SYLVESTRIS",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,6,1,0,2,1,0,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,5,0,5,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,0,0,0,0,10,0,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,0,1,2,1,1,5,0,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"CRUNOECIA_IRRORATA_SSP.",19320,"CRUNOECIA IRRORATA SSP.",19320,"CRUNOECIA","IRRORATA SSP.",2,2,0,3,2,3,0,0,0,1,0,0,0,0,1,2,1,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,7,3,0,5,2,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,2,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,2,0,0,0,3,0,3,1,0,0,0,8,2,0,0,0,0,0,0,0,0,4,0,2,0,3,0,3,4,0,2,0,0,0,3,0,0,1,0,0,3,2,0,2,1,0,0,1,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,3,0,0,3,0,0
