"name","aqem","taxon","aqem2","gen","sp","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1hind","wingpair_1elhe","wingpair_2","wing_pair_1halt","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"PLANARIA_TORVA",6430,"PLANARIA TORVA",6430,"PLANARIA","TORVA",3,0,0,3,3,0,3,0,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,2,2,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,2,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,3,2,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,2,2,0,0,3,0,0
"PLANORBARIUS_CORNEUS",6431,"PLANORBARIUS CORNEUS",6431,"PLANORBARIUS","CORNEUS",3,0,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0,2,4,2,3,2,0,1,0,1,3,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,1,0,5,0,0,0,0,3,0,0,0,2,1,0,0,6,1,0,0,0,1,1,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,3,2,0,1,2,2,0,0,0,0,0,1,2,2,2,3,0,3,1,0,0,4,1,0,0,3,0,1,3,0,1,3,1,2,0,0,0,2,3,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,1,3,2,3,0,0
"PLANORBIDAE_GEN._SP.",8748,"PLANORBIDAE GEN. SP.",8748,NA,NA,3,0.272727272727273,0.0909090909090909,3,0,0,2.72727272727273,0,0,1,0,0,0,0,2.72727272727273,1.18181818181818,0.363636363636364,0.181818181818182,2,1.0625,0.1875,0,0,0,1.09090909090909,2.18181818181818,0,0,0,0,3,0,0,3,3,0,0,0,0,1,0,0.636363636363636,2,2.36363636363636,1.90909090909091,1,0,0.0909090909090909,0,2.625,0.625,0,0.818181818181818,0,3,0.272727272727273,0,0.181818181818182,0,0,0,0,10,0,0,0.545454545454545,0.545454545454545,1.18181818181818,1.63636363636364,2.36363636363636,1.27272727272727,0.0909090909090909,3.27272727272727,0.0625,0.9375,1.625,0.875,0.375,0,0,0,1,0,0,0,8,1,0,0.0909090909090909,0.272727272727273,0.636363636363636,0.818181818181818,1.63636363636364,3,0.5625,2.625,0.1875,0,0,0,3,0,0,0,0,0.1,0,0.2,1,0.9,3,0.181818181818182,0,0,0,3,1.45454545454545,0.0909090909090909,1.18181818181818,2.18181818181818,1.18181818181818,0,0,0.0909090909090909,0.151515151515152,0.151515151515152,0.333333333333333,1.09090909090909,1.36363636363636,0.666666666666667,6.15151515151515,0,2.63636363636364,1.18181818181818,0.272727272727273,0.181818181818182,3.81818181818182,0.818181818181818,0.454545454545455,0.818181818181818,2.27272727272727,0,0.363636363636364,3,0.363636363636364,1.90909090909091,2.36363636363636,0.363636363636364,1.09090909090909,0.272727272727273,0,1.18181818181818,1.90909090909091,1.27272727272727,0,0,2.42857142857143,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,1.125,1.875,0.75,0.5,3,0,0
"PLANORBIS_CARINATUS",6435,"PLANORBIS CARINATUS",6435,"PLANORBIS","CARINATUS",3,1,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,3,2,2,1,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,10,0,0,1,1,1,3,3,1,0,4,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,1,3,1,0,0,0,0,0,1,3,3,1,2,0,3,1,1,1,5,1,0,2,3,0,1,3,1,3,3,2,1,1,0,0,3,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,1,3,2,3,0,0
"PLANORBIS_PLANORBIS",6436,"PLANORBIS PLANORBIS",6436,"PLANORBIS","PLANORBIS",3,1,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,3,2,2,1,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,10,0,0,1,1,1,3,3,1,0,4,0,0,0,3,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,2,2,4,0,3,1,1,1,5,1,0,2,3,0,1,3,1,3,3,2,1,1,0,0,3,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,1,3,2,3,0,0
"PLANORBIS_SP.",9154,"PLANORBIS SP.",9154,"PLANORBIS","SP.",3,1,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,3,2,2,1,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,10,0,0,1,1,1,3,3,1,0,4,0,0,0,3,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,3,2,3,0,3,1,1,1,5,1,0,2,3,0,1,3,1,3,3,2,1,1,0,0,3,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,3,2,3,0,0
"PLATAMBUS_MACULATUS_AD.",11746,"PLATAMBUS MACULATUS AD.",11746,"PLATAMBUS","MACULATUS AD.",3,1,0,3,3,0,2,0,0,0,1,0,0,0,3,3,0,0,2,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,3,3,0,0,0,0,0,5,0,5,0,0,0,0,1,4,4,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,7,1,0,0,0,2,2,2,3,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,3,0,3,0,0,1,2,3,0,0,0,1,2,4,2,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,3,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,NA,3,3,0,0,3,0,0
"PLATYCNEMIS_PENNIPES",6438,"PLATYCNEMIS PENNIPES",6438,"PLATYCNEMIS","PENNIPES",3,0,0,3,3,0,0,0,0,1,0,0,0,0,2,3,1,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,1,1,2,3,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,7,2,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0,0,1,3,2,0,0,0,0,1,3,4,1,0,1,0,0,0,0,1,2,0,2,1,5,0,0,3,0,3,2,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,0,0
"PLATYCNEMIS_SP.",9156,"PLATYCNEMIS SP.",9156,"PLATYCNEMIS","SP.",3,0,0,3,3,0,0,0,0,1,0,0,0,0,2,3,1,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,1,1,2,3,3,0,2,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0,0,1,3,2,0,0,0,0,0,0,2,4,0,4,0,0,0,0,1,2,0,2,1,5,0,0,3,0,3,2,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0
"PLEA_MINUTISSIMA_SSP.",19392,"PLEA MINUTISSIMA SSP.",19392,"PLEA","MINUTISSIMA SSP.",3,0,0,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,1,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,3,0,2,2,2,0,1,0,0,3,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,3,NA,2,1,0,0,3,0,0
"PLECTROCNEMIA_CONSPERSA_SSP.",21218,"PLECTROCNEMIA CONSPERSA SSP.",21218,"PLECTROCNEMIA","CONSPERSA SSP.",3,2,2,3,3,3,0,0,0,1,0,0,0,0,2,3,0,0,2,1,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,1,1,0,0,3,0,0,0,0,4,6,0,2,3,2,1,0,0,0,3,0,0,0,3,2,0,0,0,0,1,1,5,2,1,0,1,1,2,3,3,3,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,2,1,0,0,2,2,2,2,2,0,0,0,0,0,4,1,1,0,3,0,1,1,1,1,0,3,2,2,1,1,1,1,0,3,1,0,2,2,0,0,0,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,1,2,1
"PLECTROCNEMIA_SP.",6447,"PLECTROCNEMIA SP.",6447,"PLECTROCNEMIA","SP.",3,2,2,3,3,3,0,0,0,0,1,0,0,0,2,3,0,0,2,1,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,1,1,0,0,3,0,0,0,0,4,6,0,2,3,2,1,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,5,4,1,0,1,1,2,3,3,3,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,2,1,0,0,2,2,2,2,2,0,0,0,0,0,4,1,1,0,3,0,1,1,1,1,0,3,2,2,1,1,1,1,0,3,1,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,1
"POLYCENTROPODIDAE_GEN._SP.",8478,"POLYCENTROPODIDAE GEN. SP.",8478,NA,NA,2.66666666666667,0.666666666666667,0.666666666666667,3,3,3,0,0,0,0,1,0,0,0,1.83333333333333,2.5,0.833333333333333,0.166666666666667,2,1,1,1.83333333333333,0,0,0.2,0,1.4,0,3,0,0,0,0,0,0,0,1,9,0,0,0,0.5,0.333333333333333,0.833333333333333,0.333333333333333,0,2.16666666666667,2.16666666666667,0,2.83333333333333,0.333333333333333,0,0,0.833333333333333,0.833333333333333,0.166666666666667,0,2.5,0,0,0,0,4,6,0,0.5,1,1.5,1.5,1.66666666666667,1.5,1,3,0,0,1.42857142857143,2.28571428571429,0.285714285714286,0,0,0,0,0.208333333333333,0.0833333333333333,1.75,5.66666666666667,1.79166666666667,0.5,0.4,0.8,2.2,2.8,3,3,0.333333333333333,1.5,2.66666666666667,0,0,0,2.8,0.2,0,0,0,0,0,0,0.2,3,3,0,0,0,0,2.66666666666667,0.5,0.5,1.33333333333333,2.33333333333333,1.16666666666667,0,1.05660377358491,1,1.81132075471698,1.73584905660377,1.49056603773585,0.716981132075472,0.339622641509434,0.0754716981132075,1.77358490566038,0,3,0.666666666666667,0.666666666666667,0,2.66666666666667,0.333333333333333,1.16666666666667,1,0.5,0.166666666666667,0,2.66666666666667,1,2.16666666666667,1.33333333333333,0.333333333333333,0.333333333333333,1.83333333333333,0,1.5,1.66666666666667,1,2,2,0,0,0,2.6,0.6,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,1,2,1
"POLYCENTROPUS_FLAVOMACULATUS_SSP.",21659,"POLYCENTROPUS FLAVOMACULATUS SSP.",21659,"POLYCENTROPUS","FLAVOMACULATUS SSP.",3,1,1,3,3,3,0,0,0,1,0,0,0,0,2,3,2,0,1,1,1,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,9,0,0,0,1,1,3,1,0,3,4,0,3,1,0,0,1,1,0,0,3,0,0,0,0,4,6,0,1,2,3,3,4,4,2,3,0,0,1,3,0,0,0,0,0,0,0,4,2,2,2,0,0,2,3,3,3,1,3,2,0,0,0,3,0,0,0,0,0,0,0,1,3,3,0,0,0,0,3,1,1,3,3,1,0,0,0,0,2,2,2,2,2,0,0,4,1,1,0,3,0,2,0,1,0,0,3,2,4,0,0,1,2,0,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,1,2,1
"POLYCENTROPUS_IRRORATUS",6469,"POLYCENTROPUS IRRORATUS",6469,"POLYCENTROPUS","IRRORATUS",3,1,1,3,3,3,0,0,0,1,0,0,0,0,2,3,2,0,1,1,1,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,9,0,0,0,1,1,3,1,0,3,4,0,3,1,0,0,1,1,0,0,3,0,0,0,0,4,6,0,1,2,3,3,4,4,2,3,0,0,1,3,0,0,0,0,0,0,0,4,2,2,2,0,0,2,3,3,3,1,3,2,0,0,0,3,0,0,0,0,0,0,0,1,3,3,0,0,0,0,3,1,1,3,3,1,0,0,0,0,2,6,2,0,0,0,0,4,1,1,0,3,0,2,0,1,0,0,3,2,4,0,0,1,2,0,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,1,2,1
"POLYCENTROPUS_SP.",6472,"POLYCENTROPUS SP.",6472,"POLYCENTROPUS","SP.",3,1,1,3,3,3,0,0,0,0,1,0,0,0,2,3,2,0,1,1,1,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,9,0,0,0,1,1,3,1,0,3,4,0,3,1,0,0,1,1,0,0,3,0,0,0,0,4,6,0,1,2,3,3,4,4,2,3,0,0,1,3,0,0,0,0,0,0,0,4,2,2,2,0,0,2,3,3,3,1,3,2,0,0,0,3,0,0,0,0,0,0,0,1,3,3,0,0,0,0,3,1,1,3,3,1,0,0,0,1,2,4,1,1,1,0,0,4,1,1,0,3,0,2,0,1,0,0,3,2,4,0,0,1,2,0,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,1
"POLYPEDILUM_EXSECTUM",10945,"POLYPEDILUM EXSECTUM",10945,"POLYPEDILUM","EXSECTUM",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,1,0,0,0,8,1,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,0,5,5,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,3,5,0,0,2,0,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,1,1,2,1,0,5,0,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"POLYPEDILUM_SP.",6501,"POLYPEDILUM SP.",6501,"POLYPEDILUM","SP.",1.75,1.75,0.75,0,3,3,0,0,0,0,0,0,0,1,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,1,0,0,0,8,1,0,0,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,0,5,5,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,3,5,0,0,2,0,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,1,1,2,1,0,5,0,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
"PONTOGAMMARUS_ROBUSTOIDES",10491,"PONTOGAMMARUS ROBUSTOIDES",10491,"PONTOGAMMARUS","ROBUSTOIDES",3,1,0,3,3,0,3,0,0,1,0,0,0,0,1.25,2,1.25,0.25,2.75,1.25,0,0,0,0,3.25,0.5,0,0,0.25,0,0,0,0,2,2,0,0,6,0,0,0,2,3.25,1.75,0.75,1.5,1.75,2,0,1,2.25,0,0,2,2.75,0.25,1.25,0,0,0,5,0,5,0,0,0.5,0.5,0.5,0.5,1.5,2.5,2.25,1.25,0,0,0,0.5,2.75,0,0,0,0,5,0,0,5,0,0,0.25,0.25,1,1,1.5,2.75,0.75,0,2.25,3,0,0,0,0,0,0,0,0,0,0,0,3,0.25,3,0,0,0,3,1,1,1.5,2.25,0.75,0,0,0,0,0,0,2,3,3,2,0,4,2.25,1.5,1.75,3.25,1,3.25,2.75,0,1,0.5,1.75,2.5,3.25,0.25,0.25,0.25,1,1.25,1.75,1.75,0.5,0,0,1.33333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,2,1,0.333333333333333,0,1,3,1.33333333333333
"POTAMANTHUS_LUTEUS",6510,"POTAMANTHUS LUTEUS",6510,"POTAMANTHUS","LUTEUS",3,0,0,3,3,0,0,0,0,0,1,0,0,0,2,3,2,1,2,1,1,3,0,2,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,3,3,2,1,0,0,0,0,3,0,0,0,1,4,1,2,0,0,0,0,3,5,0,2,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0,0,2,0,1,4,2,1,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,3,0,0,0,3,2,0,0,1,0,0,0,5,4,0,0,0,3,3,2,1,0,0,0,3,2,0,0,3,2,3,0,0,0,0,0,0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,0,0,3,0,0,2,2
"POTAMOPHYLAX_LATIPENNIS",6522,"POTAMOPHYLAX LATIPENNIS",6522,"POTAMOPHYLAX","LATIPENNIS",2.125,1.375,0.5,2.5,3,2.875,0,0,0,0,1,0,0,0,0.9375,2.0625,1.25,1.5,0,1,0,3,0,0.125,2.75,1,0,0,0.1875,0,2,0,0,6,0,0,0,2,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,0,0,0,3,2,0,0,0,0,0,0,6,0,4,0,0,0,1,2.2,2.46666666666667,2.93333333333333,0,3,0,0,0,0,1.875,0,0,0.5,0,0,0,0,1.1,2.1,2.375,2.125,0,0,0,3,0.125,1.3125,2.5625,1.8125,0.375,0,0,1,1,1,3,1,1,0,2,0,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,1.16666666666667,0,1.58333333333333,1.1875,1.125,0.75,0.5,0.625,1.0625,0,1.83333333333333,0.75,0.25,0,0,3,0,0,0,1,3,2,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,3,1
"POTAMOPHYLAX_ROTUNDIPENNIS",6526,"POTAMOPHYLAX ROTUNDIPENNIS",6526,"POTAMOPHYLAX","ROTUNDIPENNIS",2.125,1.375,0.5,2.5,3,2.875,0,0,0,0,1,0,0,0,0.9375,2.0625,1.25,1.5,0,1,0,3,0,0.125,2.75,1,0,0,0.1875,0,2,0,0,6,0,0,0,2,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,0,0,0,3,2,0,0,0,0,0,0,6,0,4,0,0,0,1,2.2,2.46666666666667,2.93333333333333,0,3,0,0,0,0,1.875,0,0,0.5,0,0,0,0,1.1,2.1,2.375,2.125,0,0,0,3,0.125,1.3125,2.5625,1.8125,0.375,0,0,0,1,3,3,3,0,0,0,0,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,1.16666666666667,0,1.58333333333333,1.1875,1.125,0.75,0.5,0.625,1.0625,0,1.83333333333333,0.75,0.25,0,0,3,0,0,0,1,3,2,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,3,3,1
"POTAMOPHYLAX_SP.",6527,"POTAMOPHYLAX SP.",6527,"POTAMOPHYLAX","SP.",2.125,1.375,0.5,2.5,3,2.875,0,0,0,0,0,1,0,0,0.9375,2.0625,1.25,1.5,0,1,0,3,0,0.125,2.75,1,0,0,0.1875,0,2,0,0,6,0,0,0,2,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,0,0,0,3,2,0,0,0,0,0,0,6,0,4,0,0,0,1,2.2,2.46666666666667,2.93333333333333,0,3,0,0,0,0,1.875,0,0,0.5,0,0,0,0,1.1,2.1,2.375,2.125,0,0,0,3,0.125,1.3125,2.5625,1.8125,0.375,0,1.15789473684211,2.52631578947368,2.68421052631579,2.36842105263158,0.578947368421053,0.315789473684211,0.157894736842105,0,0.210526315789474,0,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,1.16666666666667,0,1.58333333333333,1.1875,1.125,0.75,0.5,0.625,1.0625,0,1.83333333333333,0.75,0.25,0,0,3,0,0,0,1,3,2,0,0,0,0,0,0,0,3,0,3,0,0,3,3,1
"PROCLADIUS_FERRUGINEUS",20063,"PROCLADIUS FERRUGINEUS",20063,"PROCLADIUS","FERRUGINEUS",1.75,1.75,0.75,0,3,3,0,0,1,0,0,0,0,0,1.25,1,1.25,1.25,1.85714285714286,1,1.57142857142857,1,0,1.5,1,1.25,0.75,0,1.75,0.25,0,0,0,0,4,0,0,6,0,0,0.25,2.5,0.5,1.5,0.5,0.25,1.75,1.5,0,3,0,0,0,1.75,2.5,1.5,0.75,1,0,0,0,0,10,0,0,1.75,2,1.5,1.5,1.5,1.25,0.5,2.5,0,0.857142857142857,2.71428571428571,1.14285714285714,0.285714285714286,0,0,0,5,5,0,0,0,0,0,1.66666666666667,2,2.66666666666667,3,3,3,0,1.42857142857143,2.14285714285714,0.5,0,0,1,3,0,0,0,0,0,0,0.5,3,3,1,0,0,0,3,1,1,2.5,2.25,1.5,0.75,0,0,0,0,0,0.25,0.5,0.25,6.5,2.5,2.25,1,2,1.25,3.5,0,1.5,1,2.5,1.75,1,2.25,0.25,3,1.25,0.75,1.5,2.25,0,1,2.33333333333333,2.33333333333333,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,NA,1.66666666666667,2.16666666666667,0.5,0,2,3,1
