site_code,CWM.tachaqua_egg,CWM.tachaqua_larva,CWM.tachaqua_nymph,CWM.tachaqua_adult,CWM.tachdisp_aquapass,CWM.tachdisp_aquaact,CWM.tachdisp_aerpass,CWM.tachdisp_aeract,CWM.tachfeed_abs,CWM.tachfeed_dpf,CWM.tachfeed_shr,CWM.tachfeed_scr,CWM.tachfeed_fif,CWM.tachfeed_pie,CWM.tachfeed_pre,CWM.tachfeed_par,CWM.tachfood_mior,CWM.tachfood_detl1,CWM.tachfood_dpg1,CWM.tachfood_limi,CWM.tachfood_lima,CWM.tachfood_dag1,CWM.tachfood_lmic,CWM.tachfood_lmac,CWM.tachfood_vert,CWM.tachlifedur_less1,CWM.tachlifedur_gr1,CWM.tachloco_flr,CWM.tachloco_ssw,CWM.tachloco_wsw,CWM.tachloco_crw,CWM.tachloco_bur,CWM.tachloco_int,CWM.tachloco_tat,CWM.tachloco_pat,CWM.tachsize_less0.25,CWM.tachsize_0.25to0.5,CWM.tachsize_0.5to1,CWM.tachsize_1to2,CWM.tachsize_2to4,CWM.tachsize_4to8,CWM.tachsize_gr8,CWM.tachrepcyc_less1,CWM.tachrepcyc_one,CWM.tachrepcyc_gr1,CWM.tachrepro_ovo,CWM.tachrepro_fie,CWM.tachrepro_cie,CWM.tachrepro_fic,CWM.tachrepro_frc,CWM.tachrepro_vec,CWM.tachrepro_tec,CWM.tachrepro_ase,CWM.tachresist_egg,CWM.tachresist_coc,CWM.tachresist_hou,CWM.tachresist_did,CWM.tachresist_non,CWM.tachrespir_teg,CWM.tachrespir_gil,CWM.tachrespir_pls,CWM.tachrespir_spi,CWM.tachrespir_ves
LTR1_2010,0.326237142,0.391784115,0.149505103,0.13247364,0.407010092,0.260603544,0.124470836,0.207915528,0.003932636,0.127851757,0.304849415,0.202835044,0.151127786,0.012850467,0.19008273,0.006470165,0.016090639,0.193715811,0.180770792,0.211211921,0.079377686,0.055633774,0.128007933,0.131920415,0.003271028,0.693272075,0.306727925,0.001524255,0.00432243,0.168279929,0.481683912,0.088327712,0.091822284,0.163516853,0.000522627,0.002321277,0.041109358,0.290811772,0.434925864,0.209148273,0.01936218,0.002321277,0.062497205,0.437893619,0.499609176,0.298026999,0.04696729,0.101890966,0.392643767,0.099104361,0.037383178,0.008095589,0.01588785,0.077570093,0.092990654,0,0.137445066,0.691994187,0.396113592,0.58102259,0.003337784,0.019526035,0
LTR1_2012,0.340418971,0.326626856,0.095857723,0.23709645,0.465201859,0.310520246,0.097446025,0.12683187,0.014481317,0.169766577,0.150821542,0.200481907,0.158059962,0.094426185,0.200543088,0.011419421,0.021838865,0.206860121,0.108670772,0.235325003,0.042128208,0.072261455,0.09076703,0.214430504,0.007718042,0.531347576,0.468652424,0,0.050739523,0.121329773,0.394151309,0.271089597,0.089887002,0.070878305,0.001924491,0.008547738,0.086108058,0.281743482,0.205549627,0.279260797,0.116273784,0.022516514,0.083566146,0.535176664,0.38125719,0.220031042,0.06127198,0.065352506,0.354405464,0.165461517,0.036976171,0.0379968,0.058504519,0.036236647,0.164792885,0,0.363883672,0.435086796,0.573183225,0.337690508,0.00783347,0.081292796,0
LTR1_2013,0.338893942,0.407911683,0.139982691,0.113211684,0.398174429,0.265267423,0.102858202,0.233699947,0.010667878,0.165513099,0.110390497,0.187186587,0.199957838,0.132229915,0.188967034,0.005087153,0.025079076,0.201124973,0.103852817,0.242733307,0.051156547,0.025980457,0.111054183,0.23821503,0.00080361,0.664164143,0.335835857,0.002560219,0.011899611,0.157881045,0.394613237,0.196719324,0.076558309,0.15835055,0.001417705,0.006296819,0.038993071,0.269313967,0.41621487,0.195379523,0.065774079,0.008027671,0.053598731,0.541178422,0.405222847,0.09611039,0.105234751,0.222299559,0.352462325,0.109873071,0.032237127,0.038684552,0.043098226,0.062368383,0.100318171,0,0.271429087,0.565884359,0.438752941,0.407071378,0.032915044,0.121260638,0
LTR1_2014,0.339339831,0.365794858,0.12345679,0.171408521,0.461154066,0.272820586,0.086391243,0.179634105,0.017382393,0.184280941,0.150123311,0.168680726,0.183198272,0.072089947,0.219767405,0.004477004,0.023125253,0.201498472,0.113944382,0.228062736,0.058524897,0.03108056,0.110130824,0.233632878,0,0.571560847,0.428439153,0.001455026,0.010978836,0.168474427,0.346732489,0.231122698,0.116861764,0.122460251,0.001914508,0.008503401,0.081752331,0.311907911,0.297345269,0.204087565,0.087069557,0.009333966,0.042261905,0.490740741,0.466997354,0.183568489,0.11,0.111878307,0.346316872,0.110008818,0.051587302,0.028439153,0.058201058,0.061501512,0.143163273,0.000109943,0.211870587,0.583354685,0.453605095,0.423756961,0.017195767,0.105442177,0
LTR1_2015,0.365498707,0.30080363,0.091170708,0.242526955,0.478719096,0.284381471,0.114798136,0.122101297,0.018186977,0.184068869,0.140300913,0.232329254,0.297929972,0.018368846,0.10273932,0.006075849,0.027929921,0.237260906,0.101475537,0.312357169,0.109796698,0.034413119,0.099074625,0.074857974,0.002834051,0.50095518,0.49904482,0,0.019654666,0.09734264,0.364613729,0.266788803,0.100265543,0.148917665,0.002416953,0.01073504,0.11704295,0.330617289,0.30502877,0.141843278,0.070772064,0.02396061,0.041587068,0.550991918,0.407421014,0.275377582,0.106820965,0.148824394,0.30473508,0.046350723,0.013225569,0.031190301,0.073475386,0.091055737,0.155670391,8.14E-05,0.334214219,0.418978226,0.498054054,0.433357787,0.003183933,0.065404226,0
LTR1_2016,0.304034424,0.312531366,0.154650789,0.228783421,0.582171545,0.213859488,0.133274024,0.070694942,0.038240065,0.307436633,0.085704441,0.25139108,0.233699339,0.009124557,0.069049969,0.005353915,0.049012776,0.380001131,0.080598762,0.267026379,0.066887919,0.028626139,0.076778086,0.050505562,0.000563244,0.42330452,0.57669548,0.000858277,0.003299002,0.142345242,0.277440342,0.192155437,0.201310244,0.177509553,0.005081903,0.022571571,0.16619127,0.47662895,0.190938908,0.067811686,0.053286044,0.022571571,0.00830383,0.392758288,0.598937882,0.057790652,0.138354254,0.217771698,0.255062046,0.128580624,0.010621178,0.037329686,0.154489862,0.113936273,0.271464814,0,0.251367879,0.363231034,0.641150465,0.290631143,0.0027894,0.065428992,0
LTR1_2017,0.391215268,0.300571503,0.058464833,0.249748396,0.531373907,0.274656565,0.077285712,0.116683816,0.0120012,0.15926052,0.260316744,0.335620985,0.134205579,0.022776149,0.073149449,0.002669374,0.018266521,0.199628483,0.175934861,0.307465394,0.078069612,0.07176244,0.075303717,0.070440918,0.003128055,0.529465158,0.470534842,0.003886794,0.047083741,0.191751618,0.461196062,0.112319165,0.110587747,0.071579976,0.001594896,0.007083825,0.100325627,0.417422021,0.262629648,0.163916924,0.04153813,0.007083825,0.023216031,0.463079179,0.51370479,0.271011187,0.054425546,0.175208863,0.315027262,0.058276312,0.032991202,0.04457478,0.048484848,0.074633431,0.092933126,0,0.286398548,0.546034895,0.432604332,0.514455711,0.008569567,0.04437039,0
LTR1_2020,0.388521463,0.324146122,0.066012002,0.221320413,0.465612418,0.275748144,0.078502927,0.180136511,0.01280971,0.156296204,0.153637525,0.233667061,0.163084897,0.022804146,0.253629787,0.00407067,0.017171527,0.176154996,0.125433916,0.230904439,0.076118065,0.057865364,0.110308829,0.205692151,0.000350713,0.508265139,0.491734861,0.003000546,0.02700491,0.175791053,0.416413374,0.229911112,0.081852442,0.064432973,0.001593591,0.007487194,0.071561417,0.303298475,0.238079239,0.294820642,0.075809973,0.008943061,0.101363884,0.508477905,0.390158211,0.222622295,0.089815603,0.121830878,0.319031824,0.096044735,0.080605565,0.021603928,0.048445172,0.071603928,0.124164821,0,0.304418985,0.499812265,0.464257765,0.460183043,0.006001091,0.069558101,0
LTR105_2010,0.360095957,0.313351166,0.126953125,0.199599752,0.431389859,0.29291896,0.148957028,0.126734153,0.015985974,0.237695164,0.100889995,0.335826337,0.233607105,0.004092262,0.064491305,0.007411859,0.022099434,0.308686756,0.079885913,0.32392479,0.062475198,0.041294643,0.103257241,0.053167691,0.005208333,0.680394345,0.319605655,0.000868056,0.032552083,0.24921875,0.374714782,0.110320724,0.102134895,0.128066259,0.002124452,0.009435877,0.108329951,0.674611066,0.123640422,0.052550054,0.021996753,0.009435877,0.005989583,0.48265625,0.511354167,0.165972222,0.113729167,0.068409722,0.434527778,0.111979167,0.012152778,0.028645833,0.064583333,0.0859375,0.132904412,0,0.244419643,0.536738445,0.593540469,0.355244253,0.001736111,0.049479167,0
LTR105_2012,0.4217846,0.408987345,0.030437816,0.138790239,0.294835844,0.297641039,0.109519952,0.298003165,0.000120891,0.194427551,0.299618391,0.274291245,0.04134498,0.115557723,0.073128621,0.001510598,0.002607769,0.185270969,0.168020492,0.260675977,0.121855754,0.031163805,0.166699518,0.063199875,0.000505843,0.883768979,0.116231021,0.040597526,0.020014781,0.52459124,0.307208803,0.023943559,0.045834825,0.037793201,1.61E-05,0.016489927,0.054619325,0.643086207,0.219313195,0.059317567,0.00588142,0.001292358,0.020308249,0.390486687,0.589205064,0.349152082,0.082957222,0.195719205,0.287054756,0.015466015,0.067636068,0.001526252,0.0004884,0.00848497,0.019900936,1.69E-05,0.372321928,0.599275252,0.302494252,0.464827747,0.092214664,0.140463338,0
LTR105_2013,0.36674431,0.380467105,0.123367698,0.129420887,0.378851301,0.245979792,0.124446224,0.250722683,0.007631588,0.143612514,0.18090845,0.205032816,0.237574236,0.083298969,0.139958875,0.001982554,0.014896223,0.173571034,0.089075974,0.264901528,0.155120376,0.046123558,0.103506429,0.145244741,0.007560137,0.712371134,0.287628866,0.004729177,0.012113402,0.126455572,0.486858125,0.163208494,0.079768493,0.125989544,0.000877193,0.003896104,0.067122774,0.345284956,0.367122255,0.166170663,0.046219443,0.004183805,0.038613975,0.585319588,0.376066438,0.156242841,0.051602749,0.10286323,0.527641695,0.041924399,0.057216495,0.035841924,0.026666667,0.126666667,0.084762482,0,0.255576829,0.532994022,0.422106885,0.492658293,0.016769759,0.068465063,0
LTR105_2014,0.415139692,0.335214473,0.082086986,0.167558848,0.358702326,0.267001072,0.107337688,0.266958914,0.004289238,0.084647338,0.337394705,0.279817052,0.096480144,0.108690046,0.088681476,0,0.004971297,0.107630065,0.132536394,0.269935125,0.227801839,0.052718814,0.091554069,0.106122124,0.006730273,0.713267148,0.286732852,0.036320268,0.049759326,0.293332044,0.427426079,0.062083232,0.037494911,0.093014124,0.000570017,0.002531764,0.058588073,0.47122814,0.345017347,0.086880538,0.033222373,0.002531764,0.035740072,0.601859206,0.362400722,0.119133574,0.02733574,0.130695548,0.562997593,0.018231047,0.117779783,0.006498195,0.01732852,0.054241877,0.082416649,0.006859206,0.471239471,0.385242797,0.427579686,0.283366678,0.104512635,0.184541001,0
LTR105_2015,0.419482342,0.346156208,0.064218862,0.170142588,0.358701598,0.272355616,0.112088582,0.256854204,0.004063041,0.183889614,0.170674214,0.355726335,0.119023094,0.037622133,0.126620221,0.002381348,0.011929125,0.179239179,0.109378173,0.327884594,0.098310095,0.055983757,0.09180535,0.121767165,0.003702561,0.692332613,0.307667387,0.018420241,0.044384449,0.245688059,0.463177517,0.097259076,0.059832356,0.070698344,0.000539957,0.00239825,0.116291736,0.5374342,0.224542556,0.088272419,0.026502763,0.004558077,0.030309575,0.595529158,0.374161267,0.15877529,0.064332852,0.117998727,0.541362424,0.041256948,0.04345635,0.01631789,0.016499519,0.098193151,0.087704602,0.000119679,0.244763786,0.569218782,0.455258062,0.435130707,0.053172889,0.056438342,0
LTR105_2016,0.438510984,0.330206637,0.058623188,0.172659191,0.400818101,0.278788524,0.076968944,0.243424431,0.004258861,0.162400857,0.244097308,0.280602997,0.083782609,0.065776398,0.155230039,0.003850932,0.015517768,0.156226049,0.13136491,0.265630951,0.129356108,0.060685069,0.084397905,0.148415443,0.008405797,0.706782609,0.293217391,0.013623188,0.052753623,0.141070393,0.592418219,0.076802877,0.062539283,0.060007846,0.00078457,0.006522849,0.096211797,0.432326064,0.296318706,0.126924073,0.039046837,0.002649676,0.079391304,0.628017391,0.292591304,0.072695652,0.061565753,0.16559447,0.538545463,0.023043478,0.114695652,0.001304348,0.022555184,0.092753623,0.093634039,0,0.309855072,0.503757266,0.500036982,0.413519954,0.044902692,0.041540373,0
LTR105_2017,0.345176684,0.362626414,0.158909446,0.133287456,0.340173486,0.266003523,0.151945436,0.241877555,0.003025303,0.098548051,0.220718101,0.213047139,0.278135684,0.138144841,0.04800695,0.000373932,0.004705752,0.255458167,0.136820712,0.262881148,0.0937039,0.008295455,0.095071885,0.138201869,0.004861111,0.723531746,0.276468254,0.011580688,0.014907407,0.161732804,0.400540675,0.118124391,0.076381579,0.216330409,0.000402047,0.010119048,0.146216781,0.439664953,0.313642076,0.084166667,0.004404762,0.001785714,0.014930556,0.556444444,0.428625,0.197469136,0.057775926,0.170531481,0.422722482,0.042824074,0.016335979,0.0801187,0.012222222,0.137222222,0.04620915,0,0.330008681,0.486559947,0.443595269,0.404741708,0.045375817,0.106287207,0
LTR105_2020,0.323826339,0.365296927,0.25996732,0.050909414,0.398046376,0.181895963,0.165341458,0.254716202,0.002329645,0.055450451,0.05556992,0.112895714,0.361588738,0.023482726,0.377848215,0.01083459,0.005165082,0.097424525,0.115109357,0.172375818,0.096537645,0.021889342,0.276266423,0.210245814,0.004985994,0.841792717,0.158207283,0.008963585,0.007189542,0.210943044,0.267226891,0.063950808,0.034015676,0.407400855,0.000309598,0.001375095,0.051072065,0.3242959,0.502650879,0.092951362,0.00667176,0.020982939,0.033921569,0.211843137,0.754235294,0.042788671,0.018180392,0.039678431,0.766411329,0.068627451,0.043137255,0.011764706,0.009411765,0.060717367,0.047910119,2.72E-05,0.131378111,0.75996724,0.806495555,0.137125529,0.016806723,0.039572193,0
LTR11_2010,0.436666667,0.141666667,0.008333333,0.413333333,0.667083333,0.321805556,0.002777778,0.008333333,0,0,0.31875,0.37625,0.27375,0,0.03125,0,0,0.098336039,0.261017316,0.226268038,0.166309524,0.108629149,0.103660714,0.035779221,0,0.31625,0.68375,0,0.01875,0.116666667,0.55125,0.1775,0.045833333,0.015,0.075,0,0.06,0.445,0.1525,0.27375,0.06875,0,0.01875,0.69375,0.2875,0.4,0,0.35,0.23125,0.01875,0,0,0,0,0,0,0.325,0.675,0.24125,0.75875,0,0,0
LTR11_2012,0.323904385,0.27933614,0.110027855,0.28673162,0.592035102,0.286581589,0.071747381,0.049635928,0.005791666,0.129390157,0.09936076,0.236728989,0.346235983,0.025069638,0.148959127,0.008463681,0.018697586,0.214616859,0.100679172,0.254790935,0.05256016,0.066569333,0.182439315,0.10337923,0.006267409,0.549442897,0.450557103,0,0.027855153,0.257985144,0.389647168,0.114777892,0.055932659,0.039383277,0.114418707,0.003418587,0.047979597,0.392882466,0.180774518,0.261625005,0.109901241,0.003418587,0.034818942,0.583760446,0.381420613,0.408851749,0.015671309,0.051359331,0.317803776,0.182915506,0,0,0.023398329,0.024322526,0.088950753,0.000868213,0.263011063,0.622847445,0.470039702,0.529960298,0,0,0
LTR11_2013,0.331854035,0.256977537,0.122643823,0.288524605,0.598993586,0.232043294,0.071511305,0.097451816,0.023466915,0.203334372,0.183414913,0.283003457,0.194203684,0.012323944,0.089215338,0.011037378,0.031881006,0.203097148,0.170475145,0.242767871,0.146582878,0.050688963,0.079280848,0.066423324,0.008802817,0.431073944,0.568926056,0,0.001320423,0.109448357,0.44663397,0.22389689,0.124505807,0.078692329,0.015502224,0.012552588,0.06723523,0.481548381,0.241009349,0.138972285,0.045515429,0.013166738,0.007130282,0.600334507,0.392535211,0.140649452,0.060267606,0.34615493,0.230250721,0.115023474,0.003521127,0.018217198,0.085915493,0,0.181218931,0,0.277013644,0.541767424,0.508326251,0.477589242,0,0.014084507,0
LTR11_2014,0.412992667,0.233914071,0.019382855,0.333710407,0.594088235,0.322512516,0.033234459,0.050164791,0.003433869,0.096425087,0.120787786,0.307589013,0.281280569,0.021882742,0.154705869,0.013895064,0.033508625,0.187608487,0.127694248,0.253729269,0.089814365,0.089702735,0.088920514,0.106863762,0.022157996,0.655870471,0.344129529,0.002614919,0.054431599,0.395657859,0.409413708,0.073226419,0.024553798,0.03270894,0.007392759,0.002026875,0.013801516,0.289445237,0.251910048,0.324596971,0.116192478,0.002026875,0.105237805,0.415504513,0.479257682,0.547848426,0.010399757,0.016218031,0.285431363,0.069845857,0.053949904,0.00243383,0.013872832,0.035989137,0.105519062,0.005252358,0.415340788,0.437898655,0.396444312,0.588623126,0.001926782,0.01300578,0
LTR11_2015,0.426968072,0.161421854,0.016651105,0.394958969,0.613687781,0.299285596,0.060014064,0.027012559,0.008052066,0.070652252,0.147927376,0.345468818,0.320098638,0.024209684,0.079174015,0.004417151,0.01030445,0.142233444,0.170531229,0.281271315,0.142495585,0.096033315,0.092943174,0.05625098,0.007936508,0.33117321,0.66882679,0.005846783,0.04318394,0.084862834,0.493651905,0.220086046,0.046700376,0.060724524,0.044943591,0.005180238,0.051853056,0.476594432,0.145293362,0.230901997,0.085314708,0.004862207,0.048039216,0.732577031,0.219383753,0.272227409,0.026377648,0.357726639,0.247648527,0.047696857,0.010550887,0.000933707,0.036838325,0.030345472,0.111545509,0,0.493997599,0.36411142,0.477478731,0.49202018,0.009025833,0.021475257,0
LTR11_2016,0.388696166,0.237155783,0.077713017,0.296435035,0.572267114,0.284695582,0.067246245,0.07579106,0.014212579,0.123270381,0.104213369,0.31274525,0.314549841,0.017776853,0.109885157,0.00334657,0.020042756,0.182745731,0.134157784,0.307843992,0.078887354,0.067270531,0.1145516,0.090961535,0.003538718,0.53713572,0.46286428,0.000138773,0.061615321,0.128559534,0.439155862,0.137095862,0.074439429,0.123577366,0.035417854,0.006423219,0.029546806,0.343457833,0.347019925,0.200315905,0.065883635,0.007352677,0.023522065,0.607443797,0.369034138,0.22453511,0.028136553,0.13417652,0.501258951,0.062725507,0.00020816,0.004995837,0.043963364,0.033013204,0.127333892,0.000253757,0.320285105,0.519114042,0.524988755,0.464325706,0.000277546,0.010407993,0
LTR11_2017,0.374915661,0.260915661,0.095,0.269168678,0.540132355,0.271560628,0.08495614,0.103350877,0.020354785,0.143189987,0.161201465,0.221513933,0.263254274,0.035,0.152280428,0.003205128,0.02387822,0.193122914,0.137527315,0.265072066,0.08874112,0.060331289,0.096040836,0.131952906,0.003333333,0.506,0.494,0.002380952,0.04,0.079031746,0.432944444,0.198552632,0.117663325,0.127497076,0.001929825,0.008571429,0.086666667,0.283468254,0.307632706,0.192106866,0.111354743,0.010199336,0.042222222,0.571488889,0.386288889,0.199259259,0.059213333,0.138773333,0.401865185,0.112222222,0.016666667,0.013333333,0.058666667,0.046666667,0.107637255,0,0.382738095,0.462957983,0.546438697,0.38883908,0.004444444,0.060277778,0
LTR11_2020,0.357806993,0.265060879,0.071675302,0.305456826,0.591581749,0.26595696,0.074462928,0.067998364,0.005417899,0.082923955,0.179750992,0.264402283,0.222791285,0.046632124,0.192700831,0.00538063,0.010312944,0.129057859,0.164926143,0.195034903,0.115679535,0.083621538,0.122328702,0.166516786,0.012521589,0.397668394,0.602331606,0,0.002590674,0.143677523,0.532728843,0.151881972,0.055750451,0.047311283,0.066059254,0.00332974,0.049545664,0.487982451,0.175753991,0.237637459,0.042519002,0.003231694,0.03626943,0.666580311,0.297150259,0.287046632,0.019003587,0.292662415,0.205791152,0.110103627,0.060103627,0.002072539,0.023216421,0.004317789,0.175578399,0,0.228966198,0.591137614,0.438545735,0.561454265,0,0,0
LTR127_2010,0.378066868,0.190566868,0.054166667,0.377199598,0.633501313,0.294349564,0.052192982,0.01995614,0.018976898,0.161633663,0.213333333,0.277863036,0.289166667,0,0.034859736,0.004166667,0.025089774,0.304747024,0.15047619,0.190998488,0.069255952,0.07047619,0.157719067,0.031237315,0,0.288141026,0.711858974,0,0,0.117638889,0.476641414,0.245958931,0.109979399,0.047259436,0.00252193,0.011201299,0.071406094,0.135666001,0.168097736,0.580024975,0.022402597,0.011201299,0.120833333,0.4705,0.408666667,0.712037037,0.049066667,0.024533333,0.065474074,0.072222222,0,0,0.076666667,0.020833333,0.133039216,0,0.319642857,0.526484594,0.394755747,0.605244253,0,0,0
LTR127_2011,0.317354948,0.351635741,0.032299742,0.298709569,0.716720927,0.222016096,0.030758421,0.030504556,0.067797478,0.503049411,0.015537004,0.125636237,0.174551116,0.029069767,0.072184469,0.012174518,0.080424087,0.424894873,0.008704474,0.291541114,0.00448647,0.012820083,0.097110538,0.07441974,0.005598622,0.105986219,0.894013781,0,0.003229974,0.223040482,0.105254091,0.24038941,0.267747858,0.055204225,0.105133959,0.040018121,0.131128561,0.202892715,0.211282258,0.246561965,0.128098258,0.040018121,0.010335917,0.348320413,0.641343669,0.182888315,0.175943152,0.087648579,0.215363193,0.051464255,0.003552972,0.009237726,0.273901809,0.001722653,0.526979784,0,0.023009721,0.448287842,0.760558674,0.218769491,0,0.020671835,0
LTR127_2012,0.297777778,0.244444444,0.166666667,0.291111111,0.559035088,0.271959064,0.107602339,0.061403509,0,0.076923077,0.273504274,0.346324786,0.167350427,0.011111111,0.100854701,0.023931624,0.00952381,0.127682318,0.220602731,0.197589078,0.146556777,0.088981019,0.119304029,0.082617383,0.007142857,0.52,0.48,0,0.008333333,0.144444444,0.536111111,0.191666667,0.066666667,0.052777778,0,0,0.057142857,0.530952381,0.192857143,0.169047619,0.016666667,0.033333333,0.016666667,0.583333333,0.4,0.303703704,0,0.3,0.165740741,0.230555556,0,0,0,0,0,0,0.280952381,0.719047619,0.391666667,0.608333333,0,0,0
LTR127_2013,0.323921131,0.332849702,0.022321429,0.320907738,0.636074953,0.337321037,0.017445175,0.009158835,0,0.152050137,0.273665865,0.024320055,0.52042239,0.001339286,0.026588255,0.001614011,0.001239564,0.36113148,0.168754638,0.215814409,0.010316648,0.011993066,0.209599292,0.020258046,0.000892857,0.437607928,0.562392072,0,0,0.196809524,0.383419218,0.089005952,0.019587585,0.009570578,0.301607143,0,0.008384354,0.381113946,0.03689495,0.447758536,0.125848214,0,0.017857143,0.555491071,0.426651786,0.94484127,0.000595238,0,0.022718254,0.028571429,0.002678571,0.000595238,0,0.002752615,0.011653906,6.18E-06,0.030332899,0.955254396,0.180138299,0.817459103,0.000357143,0.002045455,0
LTR127_2014,0.352721893,0.265027939,0.037078652,0.345171517,0.704831759,0.229167565,0.050076033,0.015924643,0.046088076,0.349688203,0.088949253,0.249346963,0.177573363,0.010834671,0.068444277,0.009075194,0.05538886,0.294572282,0.093770395,0.288159342,0.095681485,0.044009695,0.08220945,0.039787945,0.006420546,0.207994814,0.792005186,0,0.001515962,0.17482076,0.276892532,0.255304822,0.195906198,0.05669008,0.038869646,0.048873278,0.131565946,0.413271907,0.167044005,0.143989397,0.068051531,0.027203936,0.010032103,0.455113506,0.534854391,0.151596219,0.119165329,0.318330658,0.176557874,0.048154093,0,0,0.186195827,0.030862396,0.363232934,0,0.198463655,0.407441015,0.613656007,0.367082356,0.009630819,0.009630819,0
LTR127_2015,0.233495207,0.384541232,0.150627615,0.231335946,0.63667597,0.226048834,0.072399618,0.064875578,0.042669539,0.386504019,0.200112649,0.174322115,0.071022422,0,0.113782516,0.01158674,0.062943438,0.346412479,0.072948948,0.251155785,0.037920517,0.032960902,0.104120125,0.091537806,0,0.422755069,0.577244931,0.00167364,0,0.297754533,0.19292887,0.203825883,0.231391764,0.064244293,0.008181017,0.025186111,0.135863718,0.318369288,0.231537291,0.212439234,0.051418247,0.025186111,0.048117155,0.165732218,0.786150628,0.280334728,0.11032636,0.05516318,0.172585774,0.20083682,0.001195457,0.007172744,0.172384937,0.004857742,0.310574727,0.000405731,0.060274361,0.623887439,0.639896759,0.354688523,0.002953483,0.002461236,0
LTR127_2016,0.259587448,0.355673817,0.15708502,0.227653715,0.531488079,0.298327012,0.09814144,0.072043469,0.004810198,0.189304865,0.259069085,0.248262599,0.178044223,0,0.109608999,0.010900031,0.018732993,0.28490558,0.122304012,0.254228479,0.04675264,0.049449336,0.132275324,0.091351636,0,0.572747698,0.427252302,0,0.010008997,0.320573549,0.340684403,0.109943415,0.120432407,0.058851582,0.039505647,0.002839266,0.069415234,0.311289588,0.256277629,0.313198947,0.041103633,0.005875703,0.073684211,0.295274725,0.631041064,0.4788574,0.054272605,0.032331984,0.147560954,0.203441296,0.004048583,0.005398111,0.074089069,0.036872734,0.14621469,0.000420632,0.143232466,0.673259478,0.477007996,0.514158732,0,0.008833272,0
LTR127_2017,0.23462907,0.363802118,0.196401225,0.205167587,0.53214161,0.246585901,0.13787602,0.08339647,0.002122724,0.119202408,0.241084541,0.201727532,0.297773589,0,0.124129965,0.013959241,0.018700336,0.269968011,0.105871719,0.212268984,0.057675301,0.052685089,0.179271887,0.103558674,0,0.621564882,0.378435118,0,0.001531394,0.261771312,0.356219646,0.135244927,0.100622345,0.083685093,0.060925284,0.001252958,0.097626008,0.332485763,0.172621406,0.363924208,0.030836698,0.001252958,0.075038285,0.398437979,0.526523737,0.533435426,0.012124553,0.011166922,0.17793364,0.250127616,0,0.006636039,0.008575804,0.060971999,0.029290768,0.000487925,0.16960331,0.739645998,0.418879654,0.570261373,0,0.010858973,0
LTR127_2020,0.197700039,0.403961982,0.264619527,0.133718452,0.448086228,0.244559299,0.189715616,0.117638857,0.00099669,0.137377898,0.31870906,0.138218478,0.081802324,0.174303574,0.132699036,0.01589294,0.01788022,0.224491914,0.119637873,0.164631123,0.149037902,0.04297861,0.126537721,0.154642273,0.000162364,0.798213603,0.201786397,2.71E-05,7.64E-05,0.260751243,0.342762644,0.107503818,0.098851397,0.187264679,0.002762752,0.000628897,0.246483835,0.32498097,0.168372841,0.256250436,0.002572943,0.000710079,0.068003464,0.222079883,0.709916653,0.43773881,0.003453807,0.002817449,0.273130162,0.27423283,0.004600314,0,0.004026628,0.006010347,0.011659212,0.000413853,0.07856224,0.903354349,0.475071939,0.524096911,5.41E-05,0.000777028,0
LTR1282_2010,0.365110035,0.338790784,0.110076735,0.186022445,0.456766599,0.291793219,0.067646694,0.183793488,0.021144487,0.206224291,0.218270938,0.220130304,0.092087136,0.146327684,0.09303376,0.002781399,0.030156148,0.219252206,0.132225274,0.259106747,0.068011017,0.039258199,0.058935194,0.192692018,0.000363196,0.576610169,0.423389831,0,0.028389831,0.108700565,0.485508475,0.143407035,0.122288773,0.108895332,0.002809991,0.01248074,0.070880475,0.341545234,0.301384548,0.177792208,0.08174114,0.014175655,0.067655367,0.59740678,0.334937853,0.061911488,0.073738983,0.234115254,0.437503083,0.06680791,0,0.040499554,0.085423729,0.037966102,0.148235294,0,0.332512107,0.481286498,0.630129879,0.293033963,0.038418079,0.038418079,0
LTR1282_2012,0.377380141,0.476253669,0.043676395,0.102689794,0.381746928,0.280725692,0.063720879,0.2738065,0.011710849,0.170819856,0.119824108,0.275352427,0.086441963,0.218894009,0.115361608,0.001595179,0.024613981,0.17573451,0.095510658,0.274025397,0.037784246,0.018145023,0.054062041,0.319136652,0.000987492,0.582155658,0.417844342,0.010906298,0.00114354,0.141305353,0.498185587,0.144445518,0.123267484,0.077397796,0.003348425,0.006912442,0.079705215,0.345976633,0.327942612,0.189949528,0.036840758,0.012672811,0.097593446,0.608881912,0.293524642,0.005547022,0.096931415,0.301461773,0.41369932,0.034050179,0,0.100998464,0.047311828,0.16036008,0.082948438,1.06E-05,0.182854471,0.573826372,0.393411172,0.433247448,0.06656426,0.106777119,0
